gene_id,Gene Name,Reference,Strand,Start,End,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_006447,-,chr2,+,6291723,6291935,72.93126,98.145413,52.66826,70.263148,126.264985,87.154303,64.513239,157.760698,65.727542,169.94518,179.794819,136.701023
FGRAM000v1_006448,-,chr2,+,6292843,6293415,230.293458,240.778078,249.594888,248.221918,252.544947,259.133165,247.282078,282.292106,285.317172,285.812129,257.469366,270.898409
FGRAM000v1_006449,-,chr2,-,6293912,6296551,7.536347,9.652946,6.665324,4.507477,6.31846,8.039071,4.471194,6.612826,4.941201,6.344823,7.773117,7.141388
FGRAM000v1_006450,-,chr2,-,6296575,6298915,1.313591,2.651161,1.737742,0.864645,2.692181,1.046108,0.458168,1.897474,1.32815,3.373766,3.923959,2.392046
FGRAM000v1_006451,-,chr2,-,6300720,6303027,0.530575,0.327604,0.615996,0.97778,0.0,0.96594,0.559527,1.195198,0.937947,0.918567,0.856059,0.724058
FGRAM000v1_006452,-,chr2,-,6303267,6305478,14.338507,15.37377,13.474455,23.188304,23.739539,21.761515,18.264277,23.016299,19.607973,32.561679,31.684116,28.560663
FGRAM000v1_006453,-,chr2,-,6306696,6308283,27.86749,25.928038,31.4725,107.165865,127.615444,105.607121,71.995538,63.057764,72.571802,110.21252,99.481957,97.109143
FGRAM000v1_006454,-,chr2,-,6308628,6310487,3.102992,3.132007,1.463792,8.181673,10.387262,8.086908,3.964239,7.413365,2.889817,7.829805,9.292383,7.144135
FGRAM000v1_006455,-,chr2,+,6310828,6314448,3.402794,4.089041,3.409451,7.815967,8.954103,8.784553,6.241755,9.905395,7.089225,11.420519,11.016419,10.848994
FGRAM000v1_006456,-,chr2,+,6314820,6315938,2.722418,1.046139,1.474144,5.502005,9.207383,8.104727,3.020224,4.554575,4.326022,5.072113,6.106763,8.588907
FGRAM000v1_006457,-,chr2,+,6317767,6317887,0.166073,0.611028,0.0,0.239258,0.235899,0.228338,0.0,0.0,0.0,0.187477,0.724447,0.0
FGRAM000v1_006458,-,chr2,+,6318622,6320703,1.333669,2.606963,2.001725,1.757411,2.637449,1.911562,2.038874,3.271818,1.864066,2.907568,2.141497,2.408448
FGRAM000v1_006459,-,chr2,-,6320876,6321566,16884.578398,15732.982057,16772.925908,6278.125661,6105.814064,5866.855703,12165.215633,11671.473751,12410.14707,3662.708847,3559.210208,4092.101991
FGRAM000v1_006460,-,chr2,-,6322941,6324950,0.384903,0.30806,0.115085,0.0,0.0,0.328523,0.257031,0.406925,0.230166,0.43067,0.234088,0.197654
FGRAM000v1_006461,-,chr2,+,6326387,6327446,0.0,0.0,0.0,0.762412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
FGRAM000v1_006462,-,chr2,-,6327878,6329209,7.336447,12.37869,9.576752,11.472136,15.474721,16.150054,13.209107,19.478557,16.373777,11.472429,12.866709,10.526966
FGRAM000v1_006463,-,chr2,+,6331624,6331842,0.0,0.0,0.0,0.600375,0.685685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006464,-,chr2,-,6332209,6333019,7.245017,7.05684,6.368697,23.235179,18.656383,15.736467,17.1388,15.763372,15.657211,30.53788,28.565495,30.118719
FGRAM000v1_006465,-,chr2,+,6333690,6335066,2.135083,3.849947,3.495422,30.861064,29.456014,26.979459,4.64288,3.632521,3.644899,15.202985,13.597268,12.829042
FGRAM000v1_006466,-,chr2,-,6335336,6336551,2.298342,3.148277,3.228747,12.138625,9.289381,9.633176,4.726742,5.086775,5.944347,6.495561,5.727649,7.831984
FGRAM000v1_006467,-,chr2,+,6337307,6338689,2.715974,2.018326,1.97921,13.172995,15.900861,13.973933,5.827757,9.431177,5.694654,20.069269,17.873324,19.678126
FGRAM000v1_006468,-,chr2,-,6338764,6339726,0.826202,0.7621,1.272926,0.573008,0.0,2.042485,0.0,0.0,0.435939,1.826363,1.34299,0.899138
FGRAM000v1_006469,-,chr2,+,6340594,6341202,11.301316,11.462475,14.874001,27.545875,25.70509,21.238876,14.191812,15.731313,13.200904,20.97565,21.520823,21.112118
FGRAM000v1_006470,-,chr2,-,6341346,6342249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006471,-,chr2,+,6343759,6344058,6.152387,3.929481,4.940196,11.515749,11.570571,21.509109,5.485622,4.840467,8.130381,10.755541,10.007638,10.44002
FGRAM000v1_006472,-,chr2,-,6344361,6345416,5.967575,4.259167,6.000605,17.017842,14.242508,15.328029,4.270608,6.79186,4.534513,14.677129,13.673392,18.310853
FGRAM000v1_006473,-,chr2,+,6345977,6346990,12.542465,10.150192,10.021925,29.072736,32.752765,26.246105,11.259916,11.659043,9.297091,25.059585,28.677811,24.439071
FGRAM000v1_006474,-,chr2,+,6347650,6349698,1.366644,2.570684,2.542106,4.560788,4.968709,4.558261,3.455092,3.848852,3.605044,8.006875,6.781471,5.301092
FGRAM000v1_006475,-,chr2,+,6349998,6351066,8.062869,9.691595,8.012892,14.299398,10.01545,12.221797,11.191235,12.595397,14.327512,10.063728,14.22394,11.864128
FGRAM000v1_006476,-,chr2,+,6351872,6352909,0.845031,1.322661,0.370398,1.583941,2.553803,1.047397,2.391121,1.017909,2.483169,2.771109,2.297512,1.672517
FGRAM000v1_006477,-,chr2,-,6353416,6355170,1.718214,1.19908,0.723069,2.631358,3.033724,4.036681,1.288357,1.671046,1.09617,3.044606,3.889773,3.554926
FGRAM000v1_006478,-,chr2,+,6355812,6357083,0.304109,1.212544,0.639635,6.402085,7.550597,7.5708,3.890644,2.146203,2.291051,5.878745,7.238972,7.136516
FGRAM000v1_006479,-,chr2,+,6358188,6358866,3.350135,2.787213,1.198258,4.887212,5.139597,5.611233,3.563413,2.973961,3.158799,5.867937,10.86519,8.508001
FGRAM000v1_006480,-,chr2,+,6360267,6361595,4.822624,6.430093,4.830395,20.47009,16.48922,23.487694,19.824776,16.331324,17.120087,37.085364,45.325736,47.193679
FGRAM000v1_006481,-,chr2,+,6362228,6363394,1.477038,2.215244,1.941765,1.74417,3.517926,2.38142,1.262915,2.651743,1.891103,2.130207,2.442245,1.924723
FGRAM000v1_006482,-,chr2,-,6363752,6365404,1.709221,1.582234,0.701634,1.661615,3.826709,2.896607,1.995058,2.525145,1.128553,1.140132,1.458317,2.145781
FGRAM000v1_006483,-,chr2,-,6367433,6367960,0.140817,0.0,0.0,0.751627,1.337402,0.706422,0.674736,0.678043,1.575271,0.37464,0.493175,0.443213
FGRAM000v1_006484,-,chr2,+,6375329,6375714,3.634902,3.278441,1.014765,27.371372,35.130362,29.918648,4.716698,10.837508,8.503944,66.105935,68.181842,67.462079
FGRAM000v1_006485,-,chr2,+,6375793,6376137,6.52356,3.666959,6.42755,46.33082,33.076247,30.912349,12.581972,13.933175,13.373526,84.715599,94.144698,80.237474
FGRAM000v1_006486,-,chr2,+,6376213,6376584,9.145338,8.871916,9.31894,58.013905,58.835674,67.486591,16.086867,15.610804,25.928695,101.385676,122.508633,105.659092
FGRAM000v1_006487,-,chr2,+,6377873,6379869,3.301146,3.442065,3.134585,47.646883,52.67953,48.7777,10.383105,11.764279,9.612992,60.123622,59.933145,56.596555
FGRAM000v1_006488,-,chr2,-,6380682,6382291,0.0,0.359227,0.0,0.0,0.0,0.389273,0.0,0.0,0.261397,0.0,0.17808,0.0
FGRAM000v1_006489,-,chr2,+,6382872,6384493,0.400442,0.0,0.0,0.0,0.0,0.0,0.698045,0.436261,0.618074,0.627937,0.0,0.0
FGRAM000v1_006490,-,chr2,+,6385330,6386775,340.313992,388.389308,340.836912,369.585686,404.356706,349.190681,382.276944,530.425662,450.190089,452.428301,460.452036,457.483502
FGRAM000v1_006491,-,chr2,+,6387154,6387915,16.036972,12.871668,12.421291,6.016332,8.135024,9.712955,13.94204,14.842891,13.254836,15.002104,8.845759,11.610101
FGRAM000v1_006492,-,chr2,-,6388058,6390400,13.473786,10.773127,8.310272,31.48268,40.260236,32.627588,14.997213,20.505898,16.490297,82.014777,87.530502,79.736409
FGRAM000v1_006493,-,chr2,+,6395571,6396709,1.214691,0.088352,0.144265,1.768614,0.619972,1.160706,0.618007,0.296659,0.742283,1.18701,1.138565,1.238718
FGRAM000v1_006494,-,chr2,+,6397373,6398779,1.70171,1.081605,1.826632,2.98264,2.978657,1.789891,2.089903,3.21537,2.615401,6.549039,8.200887,8.438946
FGRAM000v1_006495,-,chr2,-,6398869,6400082,67.078632,74.155974,49.777229,283.962019,327.207802,315.436843,69.087568,74.211796,76.086886,340.257758,340.770314,344.784843
FGRAM000v1_006496,-,chr2,+,6401857,6403020,1.162707,0.823082,1.23213,2.373138,2.187802,2.723726,0.173838,1.359281,1.129148,1.954308,4.934869,3.074114
FGRAM000v1_006497,-,chr2,+,6403242,6404465,7.881992,7.090757,7.119016,15.078233,10.286183,13.611302,9.402812,8.505192,7.844633,11.929449,9.796665,11.983811
FGRAM000v1_006498,-,chr2,-,6404974,6406559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006499,-,chr2,-,6408204,6410048,0.659251,0.0,0.659808,0.0,1.198137,1.335343,0.856947,1.535824,1.26557,4.903558,5.054187,4.138433
FGRAM000v1_006500,-,chr2,+,6410492,6412639,1.56245,1.487222,1.388011,1.249381,1.254823,1.39546,4.145635,2.315718,2.713862,3.009714,3.090704,4.753411
FGRAM000v1_006501,-,chr2,+,6412939,6413797,0.0,0.407639,0.594301,0.414257,0.361185,0.352197,0.125298,0.0,0.0,0.553516,0.504232,0.831541
FGRAM000v1_006502,-,chr2,+,6414329,6415771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006503,-,chr2,-,6415870,6416846,0.333462,0.0,0.0,0.0,0.538409,0.295168,0.0,0.0,0.0,0.0,0.0,0.174128
FGRAM000v1_006504,-,chr2,-,6419793,6422031,0.0,0.0,0.0,0.588396,0.964271,0.0,0.0,0.0,0.0,0.680003,1.651742,1.138623
FGRAM000v1_006505,-,chr2,+,6422136,6422799,0.0,0.0,0.0,0.0,0.0,0.0,0.52519,0.0,0.377478,0.0,0.0,0.0
FGRAM000v1_006506,-,chr2,-,6422862,6425902,0.0,0.0,0.0,1.754997,2.180609,1.930508,0.0,0.0,0.0,0.184117,0.206254,0.0
FGRAM000v1_006507,-,chr2,+,6426365,6428589,0.0,0.0,0.0,2.576474,3.373684,4.285164,0.0,0.0,0.0,0.777004,0.0,0.824922
FGRAM000v1_006508,-,chr2,+,6429258,6431477,0.0,0.0,0.0,0.350443,0.618752,0.0,0.0,0.0,0.0,0.365965,0.0,0.938849
FGRAM000v1_006509,-,chr2,+,6431854,6432522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006510,-,chr2,+,6433279,6434222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006511,-,chr2,+,6434611,6435720,24.570082,25.502398,25.086875,37.329901,38.977403,35.683613,27.90954,25.143947,30.887177,40.877301,37.733184,37.142028
FGRAM000v1_006512,-,chr2,-,6435862,6440041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057419,0.0,0.022576,0.044409,0.0
FGRAM000v1_006513,-,chr2,+,6441279,6443556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006514,-,chr2,+,6444925,6446458,0.321954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530386,1.152568,0.294649
FGRAM000v1_006515,-,chr2,-,6446980,6448544,0.0,0.0,0.0,0.488133,0.426088,0.0,0.0,0.0,0.0,0.0,0.0,0.270298
FGRAM000v1_006516,-,chr2,+,6449543,6450513,0.0,0.0,0.0,0.0,0.0,0.69231,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006517,-,chr2,-,6450866,6451792,1.26704,1.898653,2.378363,4.784696,4.89318,2.715204,1.669625,0.769505,1.768924,2.836681,3.874224,1.947639
FGRAM000v1_006518,-,chr2,+,6452696,6453724,2.962484,2.646504,2.714691,4.650367,4.625232,3.938933,2.458058,2.663457,2.914493,4.591599,4.566311,6.540995
FGRAM000v1_006519,-,chr2,+,6454274,6455872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006520,-,chr2,-,6457736,6458226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006521,-,chr2,-,6458750,6461868,0.0,0.091776,0.0,0.471393,0.376894,0.0,0.0,0.0,0.0,0.193641,0.0,0.542238
FGRAM000v1_006522,-,chr2,+,6462872,6465004,0.488477,0.0,0.54449,0.49879,0.633026,0.542086,0.558594,0.694627,0.591634,0.814222,0.475628,0.468828
FGRAM000v1_006523,-,chr2,+,6465881,6468505,0.299843,0.465473,0.474519,0.969039,1.115344,1.215048,1.426621,0.940704,0.572611,1.448069,1.083114,0.851519
FGRAM000v1_006524,-,chr2,-,6468567,6469545,0.978455,1.247662,0.891132,1.425828,0.0,0.727656,0.952644,0.884747,1.66691,0.473822,0.331438,0.828099
FGRAM000v1_006525,-,chr2,+,6469684,6471033,0.192888,0.0,1.013269,1.127916,3.175481,3.755105,1.582091,1.424092,1.610251,1.150915,1.012065,3.031694
FGRAM000v1_006526,-,chr2,+,6471538,6471620,0.251186,0.250531,7.681909,0.707371,0.715463,0.965347,1.418879,0.39868,1.180014,2.087351,0.0,0.797758
FGRAM000v1_006527,-,chr2,+,6472113,6475523,0.510767,0.762549,0.907339,0.504287,0.418043,0.432131,0.711233,0.786978,0.543982,0.328797,0.215415,0.254482
FGRAM000v1_006528,-,chr2,-,6475678,6476316,0.0,0.0,0.0,0.443616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006529,-,chr2,-,6476925,6478459,6.491778,6.879805,6.062027,9.60358,10.428375,11.79693,7.286052,10.054105,9.370559,12.391731,11.717736,14.750886
FGRAM000v1_006530,-,chr2,-,6480467,6481323,0.0,2.478734,0.0,0.727941,0.725858,0.948353,0.0,1.480417,0.0,0.0,0.971211,0.98965
FGRAM000v1_006531,-,chr2,+,6482396,6484063,4.828253,4.680074,4.9125,6.080619,6.528114,5.482987,1.473765,2.350225,1.302619,3.635725,2.570993,1.819979
FGRAM000v1_006532,-,chr2,-,6484301,6485024,0.0,1.216256,0.0,9.313296,5.512205,8.073627,2.349318,1.486051,2.403253,5.11882,7.957025,5.796763
FGRAM000v1_006533,-,chr2,-,6486351,6486910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006534,-,chr2,+,6489744,6490204,0.0,0.0,0.0,23.161347,21.788051,15.859538,0.0,0.0,0.0,13.661932,5.247987,12.114976
FGRAM000v1_006535,-,chr2,-,6491653,6492825,0.0,0.337912,0.034001,0.771265,0.430606,1.437976,0.17801,1.106515,0.17647,0.278481,1.093473,0.127589
FGRAM000v1_006536,-,chr2,-,6493776,6493871,0.0,0.0,4.004936,2.362256,0.698081,0.0,0.0,0.0,0.0,0.869577,0.0,1.303868
FGRAM000v1_006537,-,chr2,+,6497936,6499630,5.291229,8.98869,3.211993,2.636866,3.439324,2.923914,4.138673,6.074816,7.030805,4.185532,3.383657,4.054812
FGRAM000v1_006538,-,chr2,-,6500087,6500506,0.894701,0.718807,2.567717,0.57728,0.732801,0.108542,0.0,0.0,0.368159,0.198761,0.604645,0.997743
FGRAM000v1_006539,-,chr2,-,6501357,6502190,5.463469,4.925626,4.446596,14.107342,18.009283,19.473142,6.172042,4.611214,6.797622,9.36402,5.923178,8.071173
FGRAM000v1_006540,-,chr2,+,6502697,6504707,41.637701,46.809543,42.95642,67.786815,72.480442,70.194063,44.837559,42.461123,45.530979,52.467719,51.63605,47.499806
FGRAM000v1_006541,-,chr2,-,6504777,6504886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.218954,0.0,0.0,0.0,0.0
FGRAM000v1_006542,-,chr2,-,6504980,6506905,0.0,0.087972,0.0,3.211053,1.68693,2.423626,0.104502,0.271511,0.128196,0.550273,0.266385,0.26208
FGRAM000v1_006543,-,chr2,+,6508542,6510125,0.0,0.319599,0.488468,3.941664,1.837262,2.032923,0.683569,0.530752,1.165905,7.487648,8.661483,6.526215
FGRAM000v1_006544,-,chr2,+,6511300,6512767,34.58931,34.237501,42.516614,360.396091,373.958231,368.068202,150.688665,150.959595,152.995933,262.336332,245.444958,253.309285
FGRAM000v1_006545,-,chr2,-,6513132,6514834,78.900062,69.655323,79.459735,12.478114,12.809032,13.334077,48.084129,48.378351,45.84864,4.845579,5.491801,4.033787
FGRAM000v1_006546,-,chr2,-,6515462,6517245,3.263094,2.674729,2.873066,12.918416,12.829042,12.02849,4.981696,6.165735,5.49744,12.348422,12.205328,12.769411
FGRAM000v1_006547,-,chr2,-,6518377,6519669,0.839581,0.113471,0.863954,11.408232,13.83271,11.978837,4.534286,4.529499,2.652276,94.181627,93.579719,81.735413
FGRAM000v1_006548,-,chr2,+,6522495,6523622,14.152827,11.453035,10.996158,24.953941,27.052995,26.80225,9.341426,13.33004,8.565325,25.955404,23.751032,27.67555
FGRAM000v1_006549,-,chr2,+,6524670,6525312,35178.322234,33663.725314,35969.070538,35449.969177,37763.107466,37471.058947,21647.794809,19859.094686,22124.278445,25652.636606,27067.3609,27100.272286
FGRAM000v1_006550,-,chr2,-,6525387,6526307,173.667338,182.468688,198.664367,313.040862,328.807862,326.627153,198.191541,188.089833,211.089288,603.173901,579.816135,635.028205
FGRAM000v1_006551,-,chr2,-,6527815,6528345,0.34816,0.618828,0.0,1.908206,0.958237,0.770072,2.592481,0.325743,0.751483,0.779224,0.245194,0.799425
FGRAM000v1_006552,.,chr2,-,6529005,6530612,0.0,0.064499,0.198424,0.0,0.303312,0.0,0.0,0.0,0.0,0.063766,0.14831,0.0
FGRAM000v1_006553,-,chr2,-,6531224,6533282,30.279165,29.750141,36.929442,36.968789,34.722159,38.090559,31.942677,30.69622,34.16409,34.346353,30.010104,35.72131
FGRAM000v1_006554,-,chr2,-,6534181,6535066,32.07245,33.738283,29.774635,36.280337,33.579347,39.651855,39.714341,38.789292,40.828396,47.015055,55.222826,43.307538
FGRAM000v1_006555,.,chr2,+,6535726,6535797,0.0,0.0,0.177258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006556,.,chr2,+,6536453,6536551,0.0,0.570483,0.0,0.170582,0.0,0.0,0.913238,0.0,1.15882,0.879889,0.0,0.618435
FGRAM000v1_006557,-,chr2,-,6536864,6537672,19.68629,21.579454,17.832562,34.942733,35.919413,37.997439,19.029099,20.275169,17.983489,30.317213,31.006686,24.005706
FGRAM000v1_006558,-,chr2,+,6538318,6539449,0.369925,0.367621,0.298109,4.823919,3.684068,2.922633,2.165575,2.423701,0.554859,1.665359,2.005782,1.768348
FGRAM000v1_006559,-,chr2,-,6539541,6541399,4.616512,5.474101,4.753604,6.736057,8.77272,7.872371,6.281154,7.509087,7.781039,12.734087,12.782687,17.011168
FGRAM000v1_006560,-,chr2,+,6541696,6541785,0.303656,0.0,0.0,0.0,0.0,0.0,0.353988,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006561,.,chr2,+,6542765,6543342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006562,-,chr2,+,6543984,6546747,1.802049,1.620586,2.228678,5.096668,5.118102,4.871277,2.497798,2.861232,2.91957,8.691528,7.298207,8.060164
FGRAM000v1_006563,-,chr2,-,6546946,6549644,1.002786,0.0,0.0,0.69836,0.74208,0.770163,0.620508,1.062486,0.0,1.42387,2.34323,1.264418
FGRAM000v1_006564,.,chr2,+,6551444,6551536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006565,-,chr2,+,6552311,6554190,4.522807,6.176683,6.788231,15.494654,15.627672,10.859365,7.260294,11.043936,9.622433,11.758662,13.254838,12.039171
FGRAM000v1_006566,-,chr2,-,6554523,6555227,9.257903,9.301528,7.580632,20.328451,14.626595,26.480647,11.625734,11.611185,12.201054,22.398903,26.149335,28.895952
FGRAM000v1_006567,.,chr2,+,6555938,6556031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006568,.,chr2,+,6556801,6557587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006569,.,chr2,-,6558031,6559295,0.0,0.0,0.0,0.176713,0.0,0.0,0.0,0.0,0.0,0.194577,0.0,0.0
FGRAM000v1_006570,-,chr2,+,6560883,6562828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006571,-,chr2,+,6564382,6566298,0.428733,0.320327,0.678242,1.12131,0.887562,1.302177,0.18079,0.246907,0.519742,0.314768,0.532583,0.356287
FGRAM000v1_006572,-,chr2,+,6568758,6570970,163.471925,163.34389,166.514503,257.698373,257.033617,272.187864,184.362195,180.715367,188.657943,371.914002,351.055479,362.670371
FGRAM000v1_006573,-,chr2,-,6571791,6573171,3.813095,4.826199,6.168271,13.411411,15.65055,15.528806,9.876,9.126626,7.562335,15.821095,15.333547,16.887427
FGRAM000v1_006574,-,chr2,+,6573596,6575294,6.789367,5.626518,5.942334,14.634208,18.151126,13.484794,8.766031,7.195638,8.364555,13.890656,13.505105,12.182081
FGRAM000v1_006575,-,chr2,+,6575452,6575576,2.36316,0.0,0.0,0.617604,0.714835,2.320829,0.413305,0.847417,0.0,0.689613,0.206254,0.0
FGRAM000v1_006576,-,chr2,+,6576272,6577458,6.239377,10.843484,7.399899,23.03145,30.554274,27.81418,12.324806,21.255527,14.820893,41.704453,45.863555,42.239465
FGRAM000v1_006577,-,chr2,+,6581395,6582480,39.240352,37.639255,31.44469,44.966025,45.622221,46.524161,22.408428,27.738226,29.944306,51.030019,50.187797,45.315899
FGRAM000v1_006578,-,chr2,-,6582892,6584055,441.374369,443.731072,462.408954,612.21845,559.290746,605.827088,387.387805,374.359695,378.518194,472.63956,512.247284,470.243252
FGRAM000v1_006579,-,chr2,-,6584505,6585526,2.766214,5.233574,6.915876,11.21111,14.875458,10.385511,5.87112,6.304247,6.537533,10.718013,14.196243,12.030655
FGRAM000v1_006580,-,chr2,-,6585823,6587294,103.402486,101.458172,95.523879,139.541022,185.034607,154.759142,125.912883,150.395763,133.965734,203.509156,194.336315,205.236913
FGRAM000v1_006581,-,chr2,+,6588146,6589306,14.486152,17.006557,16.922008,32.993927,29.728156,30.739247,24.22776,23.668707,22.881907,28.045319,27.802603,29.056894
FGRAM000v1_006582,-,chr2,-,6589787,6591399,3.567298,3.240664,3.553447,3.844949,2.833445,3.220599,2.829381,4.216406,2.051713,2.403751,3.021792,2.811275
FGRAM000v1_006583,-,chr2,-,6592444,6593751,0.0,0.0,0.323226,0.889268,0.0,0.0,0.0,0.0,0.0,0.0,0.258594,0.0
FGRAM000v1_006584,-,chr2,+,6594139,6596628,7.3779,8.249251,7.072742,6.781728,9.576108,6.288991,8.277246,10.473139,10.791606,11.749039,13.24639,10.362016
FGRAM000v1_006585,-,chr2,+,6597278,6598577,19.953687,22.236774,18.448303,20.769382,18.035238,21.795727,28.128681,29.084354,33.608089,20.456226,15.570121,18.549564
FGRAM000v1_006586,.,chr2,+,6598873,6598944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718347,0.0,0.0
FGRAM000v1_006587,-,chr2,-,6600519,6601553,7.305999,8.810227,7.956597,11.517147,10.650108,7.39841,7.844105,6.765137,8.492791,9.385082,11.320331,9.33856
FGRAM000v1_006588,-,chr2,-,6602196,6603680,4.05928,3.780805,2.394094,2.913873,4.559898,3.085801,4.325359,2.55837,5.166475,2.696428,2.954389,3.845508
FGRAM000v1_006589,-,chr2,+,6604756,6606197,0.0,0.0,0.932899,1.541619,1.197348,0.703624,1.483027,1.218516,0.34131,0.802436,0.751969,0.0
FGRAM000v1_006590,-,chr2,+,6607250,6608461,333.397849,352.305435,353.188539,513.53773,504.550861,501.869399,332.861226,293.116112,336.840839,467.811795,445.580679,430.686448
FGRAM000v1_006591,-,chr2,+,6609279,6611901,16.348266,19.168328,14.85728,14.893592,14.51295,14.369036,23.287069,24.326476,23.917219,19.184126,14.765318,19.348152
FGRAM000v1_006592,-,chr2,-,6612146,6614227,0.342636,0.832542,1.009914,1.964081,1.171293,1.554624,1.08407,2.37579,1.875877,3.137061,3.726722,3.849689
FGRAM000v1_006593,-,chr2,+,6614937,6617713,3.748612,3.388211,3.502223,5.874532,4.465717,3.761447,4.552214,4.901188,4.895034,6.306394,6.692953,7.374189
FGRAM000v1_006594,-,chr2,-,6618120,6618785,0.68039,0.0,0.0,0.155763,0.0,0.292469,0.292512,1.421381,0.0,0.0,0.0,0.696622
FGRAM000v1_006595,-,chr2,-,6622359,6623123,0.697411,0.240274,0.0,0.69695,1.103141,0.048757,0.0,0.406637,0.268958,0.0,0.208951,0.0
FGRAM000v1_006596,-,chr2,-,6623396,6625152,28.803291,32.645448,32.318641,2.083405,2.054875,2.187916,36.937872,32.872307,33.446212,1.196124,1.410747,1.77457
FGRAM000v1_006597,-,chr2,+,6625989,6627409,45.574305,48.562003,48.312933,0.578721,0.0,0.0,68.371775,78.06921,71.16198,0.0,0.59854,0.0
FGRAM000v1_006598,-,chr2,+,6628053,6628907,276.43407,271.837706,325.329149,2.103546,2.255633,2.688568,349.711901,306.449188,349.520605,0.586882,1.774572,1.414663
FGRAM000v1_006599,-,chr2,-,6629198,6631043,1.95111,3.084999,1.390423,4.133741,3.587991,3.201405,2.546951,4.731107,2.939391,7.297376,5.742957,3.554928
FGRAM000v1_006600,-,chr2,+,6632234,6633076,1.42721,2.334952,3.139903,3.133269,2.238323,0.995482,1.734312,2.563007,0.981381,2.176219,1.964838,1.528041
FGRAM000v1_006601,-,chr2,+,6634043,6635274,704.41417,747.266826,767.77194,812.854831,729.36618,838.510586,565.776828,561.986952,611.700386,411.230411,393.359815,424.076164
FGRAM000v1_006602,-,chr2,-,6635631,6636822,880.465413,1000.938854,693.484982,3182.981507,3926.749559,2987.037518,1756.44381,2543.676291,1973.470452,4010.277211,4046.579256,3984.528449
FGRAM000v1_006603,-,chr2,+,6638480,6638967,291.055016,263.160524,348.073752,643.177089,545.379164,662.0655,689.472762,638.992991,695.633862,506.114336,468.494828,501.305436
FGRAM000v1_006604,-,chr2,+,6639881,6641951,96.569453,110.737677,81.063506,317.188206,360.320726,322.644059,163.615431,192.94774,178.226403,314.350073,288.757614,293.776731
FGRAM000v1_006605,-,chr2,+,6642415,6644155,348.396429,341.744908,387.294473,503.944913,532.192432,494.657482,670.357532,720.113229,655.013366,536.121173,539.932753,496.253461
FGRAM000v1_006606,-,chr2,-,6646050,6647402,65.932893,73.419009,53.79397,64.129406,66.711213,65.914536,70.726626,100.302548,84.023292,72.547721,64.113618,69.213984
FGRAM000v1_006607,-,chr2,-,6647925,6649292,1544.736326,1718.414877,1453.881537,2931.903232,3197.325706,2837.175913,2334.524215,2770.72972,2402.325547,2817.837684,2977.912975,2904.287817
FGRAM000v1_006608,-,chr2,-,6652062,6652817,415.512455,423.414505,420.16185,584.26795,643.70088,606.588031,686.418788,633.709229,704.109441,693.98655,689.642883,721.610854
