gene_id,FGSG_id,Gene Name,Reference,Strand,Start,End,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_006894,FGSG_03296,-,chr2,+,7308617,7309285,23.900562,24.912272,33.665982,84.058155,73.308762,93.718634,50.46675,45.501925,47.516127,147.585528,133.908303,154.648399
FGRAM000v1_006895,FGSG_03295,-,chr2,-,7310090,7311349,1778.148663,1880.432775,1685.115176,1538.309289,1550.809895,1525.819896,1856.287825,2118.55384,2095.848897,1371.670364,1417.436611,1403.187708
FGRAM000v1_006896,,-,chr2,-,7311590,7312441,11.427295,19.9759,13.186264,12.217389,12.319327,13.897102,16.539061,20.241408,18.704025,7.218037,7.286299,7.487386
FGRAM000v1_006897,,-,chr2,+,7312653,7314916,17.042607,19.632359,14.8452,10.062865,10.442385,9.947673,16.584265,22.108383,19.767889,12.812619,13.402074,10.985369
FGRAM000v1_006898,,-,chr2,-,7315006,7315893,4.755768,4.393207,5.959616,10.222713,9.40677,8.541125,6.974239,6.244052,5.08087,7.007969,7.702051,8.565463
FGRAM000v1_006899,,-,chr2,+,7316721,7319054,40.273585,50.327075,33.17736,76.923599,84.929101,77.773708,49.542995,68.12816,56.442069,92.401861,89.504664,89.469079
FGRAM000v1_006900,,-,chr2,-,7319218,7320045,4.971182,3.385517,3.844851,7.850616,6.852297,7.570718,4.015706,7.257756,4.300965,4.546591,8.988604,5.781083
FGRAM000v1_006901,,-,chr2,-,7320559,7320999,9.964114,9.179977,8.896632,15.567262,15.752615,11.605447,10.704137,13.368082,12.401939,12.300668,15.042678,12.786367
FGRAM000v1_006902,,-,chr2,+,7321216,7323110,0.266968,0.427403,0.568804,1.211725,1.351765,1.132174,0.990644,0.906341,0.671794,1.670073,1.285938,1.660042
FGRAM000v1_006903,,-,chr2,+,7323458,7325644,55.238324,61.32096,63.151066,43.888718,42.952282,49.371506,40.258149,42.278049,45.378951,22.572513,23.084315,26.812223
FGRAM000v1_006904,,-,chr2,+,7326195,7328140,39.210798,42.471293,34.706351,16.382536,22.88876,19.156235,37.070405,42.990422,38.887563,8.743488,10.908451,9.054936
FGRAM000v1_006905,,-,chr2,+,7328650,7329469,2.059042,0.587797,0.995279,3.572192,2.5548,1.699922,0.827924,1.354899,1.275351,1.591831,2.737103,0.705777
FGRAM000v1_006906,,-,chr2,-,7329801,7331411,32.614947,32.524456,31.959784,20.857,20.654066,21.003396,31.095373,33.80841,31.285543,28.253631,28.14675,26.821852
FGRAM000v1_006907,,-,chr2,-,7331878,7332696,1.029516,1.159321,1.493656,3.433102,2.916604,4.435349,2.282282,1.508466,3.016155,2.810335,3.905443,4.919407
FGRAM000v1_006908,,-,chr2,+,7333264,7334890,3.592383,4.222985,3.200937,5.838813,4.83123,5.959331,4.184702,5.028016,4.773162,5.792355,7.147775,7.169574
FGRAM000v1_006909,,-,chr2,-,7335096,7335866,10.251717,12.847237,10.127768,5.617687,7.472419,5.816955,11.418802,13.091481,10.302567,2.861597,3.439113,2.512323
FGRAM000v1_006910,,-,chr2,+,7336560,7338578,13.388486,14.639772,13.458621,21.813402,20.799082,21.152606,12.602305,15.742608,14.287556,12.551377,12.680585,13.308205
FGRAM000v1_006911,,-,chr2,+,7339433,7341615,42.624346,42.168618,41.174934,54.038042,48.516655,51.069855,60.008786,61.48971,67.095158,54.688824,50.16166,51.234047
FGRAM000v1_006912,,-,chr2,+,7342174,7343323,81.105855,80.47743,101.557585,246.063598,224.74045,242.877104,153.695769,117.379333,146.379362,159.284969,147.827892,165.833771
FGRAM000v1_006913,,-,chr2,+,7344455,7347355,2.330444,2.619006,1.750641,0.884576,2.118719,1.135865,3.711678,4.473099,3.917126,1.682416,1.329159,1.557359
FGRAM000v1_006914,,-,chr2,+,7347813,7350170,32.729945,31.336141,30.439207,41.797972,47.092491,41.544078,58.967104,58.819033,65.44157,35.17103,38.253783,33.26022
FGRAM000v1_006915,,-,chr2,-,7350203,7351777,8.896404,6.940026,7.42699,25.454618,29.963879,24.836431,11.659998,17.380887,12.185824,39.210017,43.670976,43.073504
FGRAM000v1_006916,,-,chr2,-,7352597,7353894,1.584397,1.40128,2.479121,1.673272,1.752948,1.662517,2.403985,2.512379,2.523169,3.582598,3.437908,2.266032
FGRAM000v1_006917,FGSG_03275,.,chr2,-,7354315,7355718,0.0,0.0,0.0,1.026987,0.0,0.827773,0.560854,0.518263,0.402469,0.91451,0.339722,0.679622
FGRAM000v1_006918,FGSG_03274,.,chr2,+,7357004,7359712,0.0,0.0,0.0,0.189474,0.147134,0.538315,0.0,0.165638,0.0,0.0,0.0,0.0
FGRAM000v1_006919,,-,chr2,+,7360083,7361783,15.470395,17.933383,14.38152,29.624671,27.654552,25.044824,28.304462,23.647123,25.956827,35.644629,38.63822,34.783306
FGRAM000v1_006920,,-,chr2,+,7362423,7364228,0.0,0.0,0.0,0.530288,0.638832,0.475322,0.0,0.0,0.184478,0.7035,0.63836,0.815988
FGRAM000v1_006921,,-,chr2,+,7364796,7367293,3.342065,3.543446,2.817816,5.371452,7.290906,5.287542,3.647802,5.779043,5.247345,6.640757,6.586714,6.734788
FGRAM000v1_006922,,-,chr2,-,7367367,7368323,185.516038,209.345255,218.475942,149.018289,154.953276,177.046857,98.285379,92.806941,117.225941,80.617093,81.607354,82.091776
FGRAM000v1_006923,,-,chr2,+,7369793,7373157,3.693774,3.827916,3.293908,3.682199,3.739612,3.588137,6.829166,6.700314,7.671775,5.047039,3.755237,3.744073
FGRAM000v1_006924,,-,chr2,-,7373353,7374815,5.830659,6.168537,6.25165,5.91488,5.373507,3.863813,6.086405,6.580141,8.575345,3.175059,2.904099,2.442091
FGRAM000v1_006925,,-,chr2,-,7377215,7378078,0.886351,0.625437,1.434057,4.198032,2.658364,2.624649,0.453259,0.808965,1.239864,0.401066,0.145763,0.0
FGRAM000v1_006926,,.,chr2,+,7379270,7380177,0.0,0.0,0.0,0.152966,0.219094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006927,,.,chr2,-,7380417,7380514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006928,,-,chr2,-,7382034,7383399,1.808257,2.293314,2.409099,0.0,0.0,0.0,0.178636,0.246642,0.499059,0.0,0.0,0.0
FGRAM000v1_006929,,-,chr2,-,7385520,7387297,2.86588,2.470579,2.642682,13.55943,14.869849,14.604829,2.033322,2.528498,3.069105,8.52535,8.659269,9.731637
FGRAM000v1_006930,,-,chr2,-,7388338,7390247,7.56608,8.168651,7.397078,8.284858,8.694551,8.566472,9.077493,10.699695,9.996575,10.914335,13.002274,10.099717
FGRAM000v1_006931,,-,chr2,-,7390632,7391826,6.149967,6.618205,6.97997,25.81767,27.745032,22.805939,14.081731,12.432587,14.116983,26.680005,25.620866,23.984416
FGRAM000v1_006932,,-,chr2,+,7393098,7394971,0.367781,0.574075,0.0,2.987772,2.822732,3.390824,0.845475,1.167961,1.034817,3.938564,3.41026,2.751472
FGRAM000v1_006933,,-,chr2,-,7394994,7396945,7.59547,7.177158,6.848518,20.217067,22.611077,21.794105,12.688633,14.104711,12.812631,20.939492,18.533675,19.66978
FGRAM000v1_006934,,-,chr2,-,7397077,7398561,35.820665,39.396727,35.793454,27.466746,28.235875,30.029414,41.797469,37.204344,46.013232,27.617088,29.82523,29.901833
FGRAM000v1_006935,,-,chr2,-,7399214,7400240,2.323474,2.060728,2.084063,5.382774,5.145484,7.271705,1.939431,0.0,1.321253,0.803197,0.603047,0.623252
FGRAM000v1_006936,,-,chr2,-,7400658,7403933,2.282941,2.019225,1.501593,6.990271,7.361851,5.480568,1.170694,1.911561,1.191718,1.068721,0.639762,0.657399
FGRAM000v1_006937,,-,chr2,+,7404172,7405214,10.328746,8.063555,6.06645,23.344106,27.866557,19.731558,5.664552,8.340674,7.510379,6.178552,5.94038,4.781805
FGRAM000v1_006938,,.,chr2,+,7405941,7406981,0.0,0.123652,0.0,0.29937,0.050729,0.141677,0.219744,0.126299,0.0,0.0,0.0,0.0
FGRAM000v1_006939,FGSG_03254,.,chr2,-,7407255,7408027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006940,FGSG_03253,.,chr2,+,7408302,7409786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006941,,-,chr2,-,7410359,7414575,4.078762,5.231785,4.895624,7.709071,7.66931,7.910718,4.889762,4.755173,5.115493,7.426305,6.867081,7.304187
FGRAM000v1_006942,FGSG_03251,-,chr2,+,7417056,7417915,3.27936,3.484059,2.876883,4.66832,3.894636,5.039683,2.542106,4.589934,3.247286,6.761736,4.831677,5.510666
FGRAM000v1_006943,,-,chr2,-,7418399,7419831,0.712375,0.721614,0.0,1.105932,1.408393,1.268363,0.587158,0.0,0.288517,1.182881,1.470619,1.600995
FGRAM000v1_006944,,-,chr2,-,7421781,7424519,33.01189,34.269349,28.516181,39.360205,41.482395,41.147083,38.365436,44.607257,42.439554,29.528492,31.012414,31.862798
FGRAM000v1_006945,,-,chr2,-,7425897,7427183,0.0,0.381589,0.301245,3.481885,2.883863,2.527101,0.0,0.218899,0.0,1.043588,0.901563,1.327762
FGRAM000v1_006946,,-,chr2,+,7428568,7430256,1.565038,1.602338,1.507119,8.278728,7.656669,6.705739,1.104955,1.683209,2.057362,4.148263,3.648079,3.880386
FGRAM000v1_006947,,-,chr2,+,7431415,7433902,1.702291,2.460452,1.447938,3.77677,4.918209,3.935234,1.865362,3.094553,2.678565,4.341676,3.689275,4.099994
FGRAM000v1_006948,,-,chr2,-,7434418,7437788,18.143625,19.446168,17.382218,18.731453,22.920348,22.235585,43.25868,55.712337,49.100914,89.370816,90.131988,84.91307
FGRAM000v1_006949,,-,chr2,+,7439252,7440641,17.872099,17.030223,23.850855,28.327694,29.684089,26.142386,40.503298,43.843231,39.01142,73.838605,82.094116,80.031064
FGRAM000v1_006950,,-,chr2,-,7441844,7443705,0.0,0.200077,0.0,0.329828,0.542229,0.874978,0.470816,0.0,0.0,0.760957,0.910589,0.868687
FGRAM000v1_006951,,-,chr2,+,7448483,7450446,54.103844,54.528133,54.07208,60.925927,57.594148,63.300033,55.600906,56.987045,59.874532,70.251102,71.822116,68.678123
FGRAM000v1_006952,FGSG_03241,-,chr2,-,7451762,7452324,1.911227,1.931863,2.289435,6.807656,6.936727,5.956697,4.066279,3.975203,4.099219,8.283865,10.68437,12.134089
FGRAM000v1_006953,FGSG_12477,-,chr2,+,7454356,7454926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006954,,.,chr2,+,7455396,7456094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068979,0.0,0.0
FGRAM000v1_006955,,-,chr2,-,7456638,7457240,1.976662,1.648575,2.159054,4.434826,3.23195,4.040411,3.993576,2.749293,2.676106,5.866123,4.09154,6.576863
FGRAM000v1_006956,FGSG_12479,.,chr2,-,7457974,7458282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006957,,-,chr2,-,7458583,7459899,1.603082,2.149286,2.504554,1.933982,2.360832,3.115815,3.605541,3.185984,2.626255,2.963453,2.394106,3.275913
FGRAM000v1_006958,,-,chr2,+,7461975,7463434,0.555696,1.417759,1.305979,1.254751,1.160024,1.53626,1.651503,2.431723,1.380421,1.724361,1.477501,1.623759
FGRAM000v1_006959,,.,chr2,-,7464177,7466187,0.0,0.0,0.0,0.0,0.0,0.0,0.069375,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006960,,.,chr2,-,7467071,7467152,0.0,0.0,0.0,0.404492,0.0,0.0,0.0,0.755617,0.0,0.0,0.66615,0.0
FGRAM000v1_006961,,-,chr2,+,7467233,7468658,5.761965,5.031763,5.174012,7.743552,9.836038,9.115794,4.465496,7.041121,5.135656,6.833417,6.546066,7.004508
FGRAM000v1_006962,,-,chr2,+,7469369,7472089,4.027133,4.625016,3.241358,3.088195,3.889766,5.065354,2.547795,4.435872,2.897016,8.793874,8.420357,8.63432
FGRAM000v1_006963,,-,chr2,+,7472797,7474350,0.680454,0.635011,0.888505,0.685213,0.0,0.0,0.400508,0.408699,0.906057,0.0,0.0,0.0
FGRAM000v1_006964,,.,chr2,+,7474623,7474716,0.0,0.0,0.64808,0.0,0.0,0.0,1.243225,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006965,FGSG_12481,-,chr2,+,7475119,7475772,1.027709,1.417708,0.175781,1.164358,0.790884,1.513806,0.136868,0.744063,1.099724,2.472629,1.808514,1.426968
FGRAM000v1_006966,,-,chr2,+,7475941,7476927,2.097424,1.377776,1.906411,2.167538,1.596339,2.770617,0.952887,1.433912,1.850172,1.867087,2.380552,2.072188
FGRAM000v1_006967,FGSG_12482,-,chr2,+,7477842,7478150,6.994907,8.475878,10.121458,5.360342,8.582589,6.698027,6.407234,5.952013,13.417908,6.332467,7.446763,6.499503
FGRAM000v1_006968,,.,chr2,+,7478401,7480246,0.0,0.0,0.0,0.087118,0.0,0.0,0.0,0.0,0.0,0.49402,0.0,0.269283
FGRAM000v1_006969,FGSG_03230,-,chr2,+,7481345,7483404,4.210286,3.87585,4.950522,1.192403,1.253861,1.230377,2.624779,1.635948,2.26283,6.843094,5.899182,5.657506
FGRAM000v1_006970,,-,chr2,-,7483649,7485908,3.419881,1.752483,2.729039,4.277467,4.142133,6.133341,3.684397,4.239023,4.071953,7.187937,5.784628,6.753013
FGRAM000v1_006971,,.,chr2,-,7486987,7487424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006972,,.,chr2,+,7487833,7488777,0.0,0.0,0.365996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006973,,-,chr2,-,7488846,7490845,7.164492,7.665602,6.973016,6.545873,7.424548,7.676526,5.765349,6.795392,8.127301,8.090291,9.325317,8.638509
FGRAM000v1_006974,,-,chr2,-,7491198,7492088,0.090901,0.078671,0.114689,0.66464,1.109878,1.117546,0.0,0.171307,0.316751,1.000232,0.834453,0.691213
FGRAM000v1_006975,,-,chr2,-,7492534,7493360,0.094281,0.358301,0.174653,0.34425,0.545837,0.120206,0.560729,0.0,0.270626,0.565087,0.100912,0.657443
FGRAM000v1_006976,,-,chr2,+,7497168,7500949,25.088025,27.602251,26.2732,22.925966,23.766338,24.752196,21.751777,20.793306,21.389074,28.331193,30.334218,28.422046
FGRAM000v1_006977,FGSG_03222,.,chr2,+,7502603,7503042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006978,,-,chr2,+,7503514,7505215,0.0,0.0,0.0,0.207665,0.0,0.0,0.0,0.0,0.0,0.167925,0.0,0.296495
FGRAM000v1_006979,,.,chr2,+,7505376,7505951,0.0,0.0,0.0,0.153557,0.253695,0.0,0.0,0.204646,0.109322,0.0,0.0,0.663458
FGRAM000v1_006980,,-,chr2,-,7505971,7507739,15.531637,16.360351,11.447133,24.562815,27.546741,28.775227,18.003179,14.437142,19.161824,23.746058,26.619846,25.832574
FGRAM000v1_006981,,-,chr2,-,7508610,7509770,7.186735,7.287795,4.930554,22.301328,25.588258,22.29255,4.696503,4.436444,3.873248,13.982578,15.778449,13.214831
FGRAM000v1_006982,FGSG_03219,-,chr2,+,7509961,7511843,3.663795,4.66462,2.275884,3.925256,3.404049,4.207038,4.389587,4.967132,3.812794,4.380066,4.831255,5.490521
FGRAM000v1_006983,,-,chr2,+,7511929,7512816,1.179101,1.916303,1.903809,7.707267,7.84461,6.89336,0.431323,0.337443,1.181267,13.092296,14.013103,12.612114
FGRAM000v1_006984,,-,chr2,-,7512941,7514809,0.965465,0.782755,1.680822,0.231273,0.505252,1.081401,0.0,0.319195,0.0,0.298021,0.207632,0.0
FGRAM000v1_006985,FGSG_12484,.,chr2,-,7516496,7516975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006986,,-,chr2,+,7517092,7519272,0.0,0.150609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050391,0.0,0.0
FGRAM000v1_006987,,.,chr2,+,7519862,7520706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149457
FGRAM000v1_006988,,-,chr2,+,7521876,7523513,13.721142,11.887034,12.108038,13.988778,13.306262,13.460884,13.503239,14.37479,14.282957,16.581443,17.930677,17.224311
FGRAM000v1_006989,,-,chr2,-,7523764,7526791,1.359958,1.614292,1.454316,1.873494,2.922664,1.672431,2.509685,3.244541,2.914741,3.921355,5.233687,4.348666
FGRAM000v1_006990,,-,chr2,-,7527558,7528571,0.640191,0.537944,0.135661,0.117212,0.102733,0.24188,0.22866,0.9285,0.623247,0.396081,0.436947,0.151235
FGRAM000v1_006991,,-,chr2,+,7530403,7531754,26.642791,32.047161,30.89068,56.46838,59.776885,56.67547,46.888048,42.488134,43.008994,170.341996,168.415868,170.821812
FGRAM000v1_006992,,-,chr2,+,7532680,7533066,2608.552705,2434.357664,2958.355177,722.845934,549.587629,761.40889,422.212953,381.434308,459.034795,158.561773,174.364992,162.795153
FGRAM000v1_006993,,.,chr2,+,7533853,7535076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_006994,,-,chr2,-,7535242,7536912,0.081024,0.0,0.186989,0.179472,0.087017,0.0,0.038316,0.179069,0.115322,0.216252,0.126672,0.315071
FGRAM000v1_006995,,-,chr2,-,7537555,7539338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122767,0.0
FGRAM000v1_006996,,-,chr2,+,7539833,7542231,2.206974,2.563426,1.751649,1.66422,1.856216,2.314142,2.739392,2.855672,2.512042,2.954595,2.459218,1.929691
FGRAM000v1_006997,,-,chr2,-,7542328,7543206,3.022128,2.928103,2.168591,3.076125,3.508413,3.294581,2.544439,2.717299,2.755035,4.214078,4.047973,3.11887
FGRAM000v1_006998,,-,chr2,-,7544596,7545658,9.704358,12.027783,11.432234,25.500333,27.767908,28.425836,18.203361,17.502166,18.490004,35.518826,40.300215,37.156101
FGRAM000v1_006999,,-,chr2,+,7546296,7548311,2.257634,2.765784,1.617003,2.222226,3.530104,2.592476,1.955718,2.669034,2.663241,4.586695,4.098482,4.594856
FGRAM000v1_007000,,-,chr2,-,7548482,7549780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253984
FGRAM000v1_007001,FGSG_03203,.,chr2,+,7550324,7551160,0.0,0.0,0.0,0.0,0.150366,0.307759,0.0,0.0,0.0,0.294137,0.951945,0.0
FGRAM000v1_007002,,.,chr2,+,7551242,7551916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007003,,.,chr2,-,7551821,7554621,0.0,0.046576,0.0,0.0,0.0,0.037334,0.0,0.0,0.0,0.029479,0.0,0.0
FGRAM000v1_007004,FGSG_03201,-,chr2,+,7555580,7557729,3.15034,2.680194,2.136731,3.661596,4.178833,4.758457,3.603564,3.061277,3.209639,6.362815,5.692956,6.546645
FGRAM000v1_007005,,-,chr2,-,7557751,7559602,2.491112,2.617442,2.340695,9.313926,8.005673,8.688603,5.448667,5.523885,5.704701,9.841013,9.678875,10.311952
FGRAM000v1_007006,FGSG_12490,-,chr2,-,7559940,7561450,2.498503,4.37437,1.838913,25.605678,32.80776,28.102741,10.143829,11.242427,11.814711,8.048922,8.10303,8.205663
FGRAM000v1_007007,,-,chr2,+,7562837,7565389,11.460353,11.719039,13.352406,82.969732,84.77052,85.060865,37.947045,41.550844,41.170791,96.890918,102.418958,101.324609
FGRAM000v1_007008,,-,chr2,-,7565328,7566731,0.146801,0.370434,0.364302,0.349316,0.528843,0.338601,0.317698,0.14854,0.106494,0.515594,0.401163,0.309403
FGRAM000v1_007009,FGSG_03197,-,chr2,-,7568687,7571479,0.489077,0.331011,0.44039,1.34258,0.830699,0.884741,0.714256,0.40404,0.505504,0.917172,1.94756,1.723603
FGRAM000v1_007010,,.,chr2,+,7574659,7575298,0.0,0.0,0.0,9.547385,5.436837,6.053491,2.287491,0.0,1.741792,0.0,0.416088,0.0
FGRAM000v1_007011,,-,chr2,+,7575810,7576481,6.531755,5.37764,4.564871,10.831958,13.847052,15.534076,7.324296,8.906611,7.120438,13.057782,10.462212,9.122036
FGRAM000v1_007012,,-,chr2,+,7577151,7578538,3.120607,4.377317,4.134445,9.205174,7.92777,10.74089,6.395918,5.115381,5.025483,8.963477,9.177767,9.626299
FGRAM000v1_007013,,-,chr2,-,7579625,7581327,39.403344,43.321801,36.319818,63.120341,61.477564,63.196613,56.914848,62.838415,60.062477,95.101915,100.550725,96.030774
FGRAM000v1_007014,,-,chr2,+,7582543,7584335,138.734393,161.199853,165.179908,339.850796,361.977426,342.976291,255.588147,278.224939,282.268738,430.701349,436.82527,429.453992
FGRAM000v1_007015,,-,chr2,+,7585049,7585518,18.550214,19.84758,23.819741,8.325236,10.743588,8.707245,17.911978,13.784122,14.472957,11.069652,13.759785,12.767102
FGRAM000v1_007016,,-,chr2,+,7587648,7589106,56.265932,54.592513,63.766522,105.628961,109.09444,98.521535,173.963191,157.552184,180.119508,178.700937,168.898062,168.402687
FGRAM000v1_007017,,.,chr2,+,7589385,7589612,0.0,0.0,0.0,0.0,0.0,0.364533,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007018,,-,chr2,-,7589833,7591668,0.045102,0.633073,0.066897,0.039519,0.0,0.008876,0.091414,0.286443,0.008678,0.028859,0.082644,0.04556
FGRAM000v1_007019,,-,chr2,-,7591957,7593097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276318,0.0,0.0,0.0
FGRAM000v1_007020,FGSG_12494,.,chr2,+,7593885,7594273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007021,,.,chr2,-,7594441,7594530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007022,,-,chr2,+,7595116,7596128,25.307117,25.665638,23.055066,40.783102,46.679565,47.077247,18.826326,25.121842,19.186946,43.294367,44.183423,50.420825
FGRAM000v1_007023,,-,chr2,+,7596390,7598765,1.467976,2.688678,2.167071,1.874962,2.543671,1.895281,1.196772,2.26908,2.121965,3.368735,3.729947,4.109815
FGRAM000v1_007024,,-,chr2,+,7599044,7599829,0.096892,1.053955,1.366352,2.284897,1.540697,2.438296,0.0,0.244181,0.0,0.0,0.0,0.0
FGRAM000v1_007025,FGSG_03185,-,chr2,-,7600060,7600679,11.42418,14.530143,16.93504,14.600445,18.757438,19.809955,10.447489,6.971738,9.461224,5.155947,3.834982,6.020606
FGRAM000v1_007026,,-,chr2,+,7601440,7601684,0.289621,0.902753,0.0,0.655018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007027,,-,chr2,+,7603704,7604489,118.994184,119.13342,155.135303,115.072139,86.557905,106.702405,158.63928,119.638402,157.807302,112.145312,116.648112,116.935854
FGRAM000v1_007028,FGSG_03183,-,chr2,+,7605913,7606713,1.752155,1.162302,0.120215,1.05851,0.825464,0.893169,0.442346,0.66883,0.929158,0.501405,0.636488,0.841568
FGRAM000v1_007029,,.,chr2,+,7607453,7608901,0.0,0.0,0.0,0.0,0.0,0.0,0.044616,0.0,0.0,0.395284,0.350277,0.312407
FGRAM000v1_007030,,-,chr2,+,7609491,7611072,0.08138,0.0,0.083227,0.0,0.076822,0.119496,0.194499,0.05254,0.041722,0.448797,0.485799,0.13685
FGRAM000v1_007031,,-,chr2,+,7611516,7612936,370.08793,400.211231,350.250999,114.006499,115.70435,132.386653,252.242817,260.062088,277.877167,126.049444,129.285263,138.620816
FGRAM000v1_007032,,-,chr2,-,7612906,7614722,0.835571,0.710844,0.597236,0.534378,1.084118,0.483021,0.593813,0.311159,0.714573,0.887825,1.375416,0.805914
FGRAM000v1_007033,,-,chr2,-,7614506,7614952,0.123048,0.0,0.0,0.15768,0.569665,0.000495,0.0,0.278585,0.036232,0.118535,5.1e-05,0.011441
FGRAM000v1_007034,,.,chr2,-,7615231,7615761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007035,FGSG_03178,-,chr2,+,7617641,7619428,0.034143,0.102286,0.070891,0.089275,0.160219,0.0,0.034418,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007036,,-,chr2,-,7619705,7621732,0.35218,0.173454,0.0,0.578228,0.636493,0.278111,0.321877,0.336633,0.0,0.681395,0.584431,0.720666
FGRAM000v1_007037,,-,chr2,-,7623591,7623673,0.76949,1.023035,4.508001,3.596573,0.241136,1.562593,3.333991,0.377809,1.640434,0.236198,0.807422,0.365572
FGRAM000v1_007038,,-,chr2,+,7624005,7626189,1.359213,1.260349,1.016455,2.201013,3.702931,3.273805,1.310286,0.686011,0.983282,0.981917,0.687289,0.553041
FGRAM000v1_007039,,-,chr2,-,7626296,7627423,52.344542,50.903491,55.092253,128.505481,141.226581,130.749431,68.339037,73.65519,67.500469,74.104339,69.387718,69.182769
FGRAM000v1_007040,,-,chr2,-,7628197,7629279,5.60782,5.92166,6.500588,12.394115,11.7342,9.549338,8.759971,7.269413,9.122959,10.077406,8.058867,8.999546
FGRAM000v1_007041,,-,chr2,+,7629740,7630755,6.604064,7.007104,5.890604,16.826992,23.321419,20.336482,8.758861,10.949009,11.793741,7.57173,8.986072,12.347835
FGRAM000v1_007042,,.,chr2,+,7633793,7636187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007043,,.,chr2,-,7637188,7637949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007044,,.,chr2,-,7638001,7638683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007045,,.,chr2,+,7640458,7642982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007047,,-,chr2,+,7643888,7645745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029583,0.0,0.0
FGRAM000v1_007048,,-,chr2,-,7645786,7647801,56.979792,65.76667,63.223363,95.403691,113.305379,100.175867,38.835448,39.912483,46.556211,60.451276,58.022341,63.444162
FGRAM000v1_007049,FGSG_03167,-,chr2,-,7649807,7650265,0.109297,0.0,0.0,0.0,0.0,0.300017,0.0,0.0,0.21818,0.0,0.0,0.357328
FGRAM000v1_007050,,-,chr2,+,7653679,7655965,2.523935,2.910052,3.467789,2.713776,3.134775,2.721068,2.118505,1.689835,2.137305,1.926189,3.216306,2.022006
FGRAM000v1_007051,,-,chr2,+,7656563,7657835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_007052,,-,chr2,+,7659273,7661289,2.781297,3.478731,3.363288,9.691652,13.690334,8.465513,2.342372,2.324854,2.90733,9.13863,9.990531,8.601406
FGRAM000v1_007053,,-,chr2,-,7661875,7663047,0.678782,1.070773,1.196853,0.0,0.0,0.0,1.201513,1.091525,0.415748,0.0,0.0,0.0
