gene_id,FGSG_id,product,fgsg_shared_with_other_gene
FGRAM000v1_006615,,glucosidase [Fusarium flagelliforme],False
FGRAM000v1_006616,FGSG_03528,hypothetical protein FGSG_03528 [Fusarium graminearum PH-1],False
FGRAM000v1_006617,FGSG_03527,hypothetical protein FGSG_03527 [Fusarium graminearum PH-1],False
FGRAM000v1_006618,FGSG_03526,hypothetical protein FGSG_03526 [Fusarium graminearum PH-1],False
FGRAM000v1_006619,,Secondary metabolism regulator LAE1 [Fusarium culmorum],False
FGRAM000v1_006620,,related to nitrogen metabolic regulation protein nmr [Fusarium fujikuroi],False
FGRAM000v1_006621,,major facilitator superfamily transporter [Fusarium tjaetaba],False
FGRAM000v1_006622,,hypothetical protein HG531_001309 [Fusarium graminearum],False
FGRAM000v1_006623,,RmlC-like cupin domain-containing protein [Fusarium redolens],False
FGRAM000v1_006624,,cytidine deaminase-like protein [Fusarium venenatum],False
FGRAM000v1_006625,FGSG_03519,hypothetical protein FGSG_03519 [Fusarium graminearum PH-1],False
FGRAM000v1_006626,FGSG_03518,hypothetical protein FGSG_03518 [Fusarium graminearum PH-1],False
FGRAM000v1_006627,,putative oxidoreductase C26F1.07 [Fusarium culmorum],False
FGRAM000v1_006628,,N amino acid transport system protein [Fusarium culmorum],False
FGRAM000v1_006629,FGSG_12417,hypothetical protein FGSG_12417 [Fusarium graminearum PH-1],False
FGRAM000v1_006630,FGSG_12418,hypothetical protein FGSG_12418 [Fusarium graminearum PH-1],False
FGRAM000v1_006631,,4-hydroxybenzoate-- benzoate-- ligase [Fusarium sporotrichioides],False
FGRAM000v1_006632,,putative alcohol dehydrogenase bli-4 [Fusarium flagelliforme],False
FGRAM000v1_006633,,tRNA-Gln,False
FGRAM000v1_006634,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_006635,,heterokaryon incompatibility [Fusarium sporotrichioides],False
FGRAM000v1_006636,FGSG_03510,hypothetical protein FGSG_03510 [Fusarium graminearum PH-1],False
FGRAM000v1_006637,,Ff.00g037740.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006638,,Laccase abr2 [Fusarium culmorum],False
FGRAM000v1_006639,,Laccase abr2 [Fusarium culmorum],False
FGRAM000v1_006640,FGSG_03505,hypothetical protein FGSG_03505 [Fusarium graminearum PH-1],False
FGRAM000v1_006641,,tRNA-Pro,False
FGRAM000v1_006642,,integral membrane protein [Fusarium langsethiae],False
FGRAM000v1_006643,FGSG_03502,hypothetical protein FGSG_03502 [Fusarium graminearum PH-1],False
FGRAM000v1_006644,,hypothetical protein FG05_12419 [Fusarium graminearum],False
FGRAM000v1_006645,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006646,,"ATP-dependent RNA helicase MSS116, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_006647,,Alpha/beta hydrolase fold-1 [Fusarium flagelliforme],False
FGRAM000v1_006648,,kinase-like domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006649,,cytochrome P450 [Fusarium venenatum],False
FGRAM000v1_006650,,trypsin-like cysteine/serine peptidase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006651,,phosphotransferase enzyme family [Fusarium agapanthi],False
FGRAM000v1_006652,,tRNA-Pro,False
FGRAM000v1_006653,FGSG_03495,hypothetical protein FGSG_03495 [Fusarium graminearum PH-1],False
FGRAM000v1_006654,,isoprenoid synthase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006655,FGSG_03493,hypothetical protein FGSG_03493 [Fusarium graminearum PH-1],False
FGRAM000v1_006656,FGSG_03492,hypothetical protein FGSG_03492 [Fusarium graminearum PH-1],False
FGRAM000v1_006657,,f-box protein [Fusarium sporotrichioides],False
FGRAM000v1_006658,,DNA helicase [Fusarium circinatum],False
FGRAM000v1_006659,,f-box protein [Fusarium sporotrichioides],False
FGRAM000v1_006660,,Choline transport protein [Fusarium culmorum],False
FGRAM000v1_006661,,transcription factor [Fusarium langsethiae],False
FGRAM000v1_006662,,Lipase A [Fusarium culmorum],False
FGRAM000v1_006663,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006664,,dehydrogenase reductase sdr family member 2 [Fusarium sporotrichioides],False
FGRAM000v1_006665,,pectin lyase B precursor [Fusarium graminearum PH-1],False
FGRAM000v1_006666,,acyl-CoA N-acyltransferase [Fusarium oxysporum Fo47],False
FGRAM000v1_006667,,Peptidase M20 domain-containing protein [Fusarium culmorum],False
FGRAM000v1_006668,,Two-component system protein B [Fusarium culmorum],False
FGRAM000v1_006670,,BTB/POZ protein [Fusarium oxysporum Fo47],False
FGRAM000v1_006671,,DNA helicase [Fusarium circinatum],False
FGRAM000v1_006672,,Purine-cytosine permease fcyB [Fusarium culmorum],False
FGRAM000v1_006673,,family decarboxylase [Fusarium langsethiae],False
FGRAM000v1_006674,,alcohol oxidase [Fusarium langsethiae],False
FGRAM000v1_006675,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_006676,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006677,FGSG_03472,hypothetical protein FGSG_03472 [Fusarium graminearum PH-1],False
FGRAM000v1_006678,,ankyrin repeat-containing domain protein [Fusarium flagelliforme],False
FGRAM000v1_006679,,Alpha/beta hydrolase fold-1 [Fusarium flagelliforme],False
FGRAM000v1_006680,,Alpha/beta hydrolase family-domain-containing protein [Fusarium redolens],False
FGRAM000v1_006681,,ATP-dependent dna helicase pif1 [Fusarium sporotrichioides],False
FGRAM000v1_006682,,short chain dehydrogenase family [Fusarium longipes],False
FGRAM000v1_006683,,extracellular elastinolytic metalloproteinase precursor [Fusarium graminearum PH-1],False
FGRAM000v1_006684,,NADP-dependent oxidoreductase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006685,,major facilitator superfamily domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006686,FGSG_03464,hypothetical protein FGSG_03464 [Fusarium graminearum PH-1],False
FGRAM000v1_006687,,EthD domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006688,,alpha-glucosidase [Fusarium sporotrichioides],False
FGRAM000v1_006689,,Alpha/Beta hydrolase protein [Fusarium venenatum],False
FGRAM000v1_006690,,OPT oligopeptide transporter protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006691,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006692,,aromatic aminotransferase [Fusarium sporotrichioides],False
FGRAM000v1_006693,,putative cutinase 1 precursor [Fusarium fujikuroi],False
FGRAM000v1_006694,,Threonyl/alanyl tRNA synthetase [Fusarium flagelliforme],False
FGRAM000v1_006695,,putative xylanase 13 [Fusarium graminearum],False
FGRAM000v1_006696,,small secreted [Fusarium sporotrichioides],False
FGRAM000v1_006697,,Alpha/Beta hydrolase protein [Fusarium venenatum],False
FGRAM000v1_006698,,alkaline-phosphatase-like protein [Fusarium flagelliforme],False
FGRAM000v1_006699,,2`-hydroxyisoflavone reductase [Fusarium beomiforme],False
FGRAM000v1_006700,,GTP binding domain [Fusarium sporotrichioides],False
FGRAM000v1_006701,,hypothetical protein FGRA07_02473 [Fusarium graminearum],False
FGRAM000v1_006702,,"Replication factor C, subunit RFC4 [Fusarium irregulare]",False
FGRAM000v1_006703,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006704,FGSG_03446,hypothetical protein FGSG_03446 [Fusarium graminearum PH-1],False
FGRAM000v1_006705,,small secreted [Fusarium sporotrichioides],False
FGRAM000v1_006706,,7-dehydrocholesterol reductase [Fusarium acutatum],False
FGRAM000v1_006707,,fad-containing protein [Fusarium langsethiae],False
FGRAM000v1_006708,,ergosterol biosynthesis ERG4/ERG24 family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006710,FGSG_03442,hypothetical protein FGSG_03442 [Fusarium graminearum PH-1],False
FGRAM000v1_006711,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006712,,nfx1-type zinc finger-containing 1 [Fusarium sporotrichioides],False
FGRAM000v1_006713,,P-loop containing nucleoside triphosphate hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_006714,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006715,FGSG_12435,hypothetical protein FGSG_12435 [Fusarium graminearum PH-1],False
FGRAM000v1_006716,,tRNA-Arg,False
FGRAM000v1_006717,,beta-lactamase-like protein [Fusarium venenatum],False
FGRAM000v1_006718,,FMN-dependent dehydrogenase [Fusarium flagelliforme],False
FGRAM000v1_006719,,3-oxoacyl-acyl-carrier- reductase [Fusarium sporotrichioides],False
FGRAM000v1_006720,,short-chain dehydrogenase reductase SDR [Fusarium napiforme],False
FGRAM000v1_006721,,Chloroperoxidase [Fusarium flagelliforme],False
FGRAM000v1_006722,,DNA polymerase alpha subunit b [Fusarium sporotrichioides],False
FGRAM000v1_006723,FGSG_03434,hypothetical protein FGSG_03434 [Fusarium graminearum PH-1],False
FGRAM000v1_006724,,hypothetical protein FG05_03433 [Fusarium graminearum],False
FGRAM000v1_006725,,Endothiapepsin [Fusarium culmorum],False
FGRAM000v1_006726,,alcohol dehydrogenase [Fusarium sporotrichioides],False
FGRAM000v1_006727,,D-arabinitol 2-dehydrogenase [ribulose-forming] [Fusarium culmorum],False
FGRAM000v1_006728,,auxin efflux carrier [Fusarium flagelliforme],False
FGRAM000v1_006729,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006730,,related to peptide transporter [Fusarium proliferatum ET1],False
FGRAM000v1_006731,,D-arabinitol 2-dehydrogenase [Fusarium beomiforme],False
FGRAM000v1_006732,,amidase [Fusarium graminearum],False
FGRAM000v1_006733,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_006734,FGSG_03423,hypothetical protein FGSG_03423 [Fusarium graminearum PH-1],False
FGRAM000v1_006735,,Calycin-like protein [Fusarium flagelliforme],False
FGRAM000v1_006736,,C-type lectin protein [Fusarium flagelliforme],False
FGRAM000v1_006737,FGSG_03420,hypothetical protein FGSG_03420 [Fusarium graminearum PH-1],False
FGRAM000v1_006738,FGSG_12436,hypothetical protein FGSG_12436 [Fusarium graminearum PH-1],False
FGRAM000v1_006739,FGSG_12437,hypothetical protein FGSG_12437 [Fusarium graminearum PH-1],False
FGRAM000v1_006740,,chitin synthase 1 [Fusarium graminearum PH-1],False
FGRAM000v1_006741,,Thiol-specific monooxygenase [Fusarium culmorum],False
FGRAM000v1_006742,,cytochrome P450 oxidoreductase [Fusarium graminearum],False
FGRAM000v1_006743,,FAD dependent oxidoreductase [Fusarium flagelliforme],False
FGRAM000v1_006744,,L-pipecolate oxidase [Fusarium odoratissimum],False
FGRAM000v1_006745,,Dimethylglycine oxidase [Fusarium culmorum],False
FGRAM000v1_006746,,Protein TOXD [Fusarium culmorum],False
FGRAM000v1_006747,,amino-acid permease inda1 [Fusarium graminearum PH-1],False
FGRAM000v1_006748,FGSG_03411,hypothetical protein FGSG_03411 [Fusarium graminearum PH-1],False
FGRAM000v1_006749,,putative beta-glucosidase K [Fusarium culmorum],False
FGRAM000v1_006750,,putative beta-glucosidase K [Fusarium culmorum],False
FGRAM000v1_006751,,putative beta-glucosidase I [Fusarium venenatum],False
FGRAM000v1_006752,,putative beta-glucosidase K [Fusarium culmorum],False
FGRAM000v1_006753,,integral membrane protein [Fusarium langsethiae],False
FGRAM000v1_006754,,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase [Fusarium culmorum]",False
FGRAM000v1_006755,,hypothetical protein FG05_03407 [Fusarium graminearum],False
FGRAM000v1_006756,FGSG_12439,hypothetical protein FGSG_12439 [Fusarium graminearum PH-1],False
FGRAM000v1_006757,,pectinesterase precursor [Fusarium graminearum PH-1],False
FGRAM000v1_006758,,tRNA-Gly,False
FGRAM000v1_006759,,LYP1 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_006760,,putative vacuolar protein sorting-associated protein TDA6 [Fusarium culmorum],False
FGRAM000v1_006761,,putative amidase [Fusarium culmorum],False
FGRAM000v1_006762,,NADPH-dependent 1-acyldihydroxyacetone phosphate reductase [Fusarium culmorum],False
FGRAM000v1_006763,FGSG_03403,hypothetical protein FGSG_03403 [Fusarium graminearum PH-1],False
FGRAM000v1_006764,,histidine phosphatase superfamily [Fusarium flagelliforme],False
FGRAM000v1_006765,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006766,,hypothetical protein FPSE_10620 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_006767,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006768,FGSG_03398,hypothetical protein FGSG_03398 [Fusarium graminearum PH-1],False
FGRAM000v1_006769,,putative inactive purple acid phosphatase 16 [Fusarium culmorum],False
FGRAM000v1_006770,,inactive purple acid phosphatase 16 [Fusarium sporotrichioides],False
FGRAM000v1_006771,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006772,,tRNA-Tyr,False
FGRAM000v1_006773,FGSG_03395,hypothetical protein FGSG_03395 [Fusarium graminearum PH-1],False
FGRAM000v1_006774,,necrosis inducing protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006775,,gluconolactonase [Fusarium langsethiae],False
FGRAM000v1_006776,,l- -diaminobutyrate decarboxylase [Fusarium langsethiae],False
FGRAM000v1_006777,,l- -diaminobutyrate decarboxylase [Fusarium langsethiae],False
FGRAM000v1_006778,,fungal specific transcription factor factor domain protein [Fusarium tjaetaba],False
FGRAM000v1_006779,,pantothenate transporter liz1 [Fusarium tjaetaba],False
FGRAM000v1_006780,FGSG_03388,hypothetical protein FGSG_03388 [Fusarium graminearum PH-1],False
FGRAM000v1_006781,,putative beta-glucosidase M [Fusarium culmorum],False
FGRAM000v1_006782,FGSG_03386,hypothetical protein FGSG_03386 [Fusarium graminearum PH-1],False
FGRAM000v1_006783,,HSP20-like chaperone [Fusarium redolens],False
FGRAM000v1_006784,,pectin lyase fold/virulence factor [Fusarium flagelliforme],False
FGRAM000v1_006785,FGSG_03383,hypothetical protein FGSG_03383 [Fusarium graminearum PH-1],False
FGRAM000v1_006786,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006787,,kinase-like domain-containing protein [Fusarium mundagurra],False
FGRAM000v1_006788,FGSG_03381,hypothetical protein FGSG_03381 [Fusarium graminearum PH-1],False
FGRAM000v1_006789,,"Alpha-1,2-mannosyltransferase MNN24 [Fusarium culmorum]",False
FGRAM000v1_006790,,ribonuclease T2-like protein [Fusarium flagelliforme],False
FGRAM000v1_006791,FGSG_12446,hypothetical protein FGSG_12446 [Fusarium graminearum PH-1],False
FGRAM000v1_006792,,large-conductance mechanosensitive channel [Fusarium sporotrichioides],False
FGRAM000v1_006793,,l-fucose permease [Fusarium longipes],False
FGRAM000v1_006794,,heterokaryon incompatibility protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006795,,tRNA-Arg,False
FGRAM000v1_006796,,short chain dehydrogenase reductase [Fusarium langsethiae],False
FGRAM000v1_006797,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006798,,hypothetical protein FG05_12448 [Fusarium graminearum],False
FGRAM000v1_006799,,Oxygen-dependent choline dehydrogenase [Fusarium culmorum],False
FGRAM000v1_006800,FGSG_03372,hypothetical protein FGSG_03372 [Fusarium graminearum PH-1],False
FGRAM000v1_006801,FGSG_03371,hypothetical protein FGSG_03371 [Fusarium graminearum PH-1],False
FGRAM000v1_006802,FGSG_03370,hypothetical protein FGSG_03370 [Fusarium graminearum PH-1],False
FGRAM000v1_006803,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_006804,,tRNA-Phe,False
FGRAM000v1_006805,,Ff.00g063730.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006806,,hypothetical protein FG05_03367 [Fusarium graminearum],False
FGRAM000v1_006807,,histidine phosphatase superfamily [Fusarium flagelliforme],False
FGRAM000v1_006808,,Endonuclease/exonuclease/phosphatase [Fusarium flagelliforme],False
FGRAM000v1_006809,,beta-lactamase/transpeptidase-like protein [Fusarium venenatum],False
FGRAM000v1_006810,,Long-chain-fatty-acid-CoA ligase 1 [Fusarium culmorum],False
FGRAM000v1_006811,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006812,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006813,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006814,,cell wall glycoprotein [Pochonia chlamydosporia 170],False
FGRAM000v1_006815,,tRNA-His,False
FGRAM000v1_006816,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_006817,FGSG_03357,hypothetical protein FGSG_03357 [Fusarium graminearum PH-1],False
FGRAM000v1_006818,,Mss4-like protein [Fusarium flagelliforme],False
FGRAM000v1_006819,,Chanoclavine-I aldehyde reductase easA [Fusarium culmorum],False
FGRAM000v1_006820,,class I glutamine amidotransferase-like protein [Fusarium oxysporum],False
FGRAM000v1_006821,,Patulin cluster transcription factor patL [Fusarium culmorum],False
FGRAM000v1_006822,,putative mitochondrial carrier C12B10.09 [Fusarium culmorum],False
FGRAM000v1_006823,,mitochondrial carrier domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006824,,RTA1 like protein-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006825,FGSG_12452,hypothetical protein FGSG_12452 [Fusarium graminearum PH-1],False
FGRAM000v1_006826,,Intradiol ring-cleavage dioxygenase [Fusarium flagelliforme],False
FGRAM000v1_006827,,Tyrosinase ustQ [Fusarium culmorum],False
FGRAM000v1_006828,,POT family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006829,,putative amidase [Fusarium culmorum],False
FGRAM000v1_006830,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006831,FGSG_03344,hypothetical protein FGSG_03344 [Fusarium graminearum PH-1],False
FGRAM000v1_006832,,glycoside hydrolase superfamily [Fusarium flagelliforme],False
FGRAM000v1_006833,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_006834,,Secondary metabolism regulator laeA [Fusarium culmorum],False
FGRAM000v1_006835,,PKS8 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_006836,FGSG_12453,hypothetical protein FGSG_12453 [Fusarium graminearum PH-1],False
FGRAM000v1_006837,FGSG_03339,hypothetical protein FGSG_03339 [Fusarium graminearum PH-1],False
FGRAM000v1_006838,FGSG_12454,hypothetical protein FGSG_12454 [Fusarium graminearum PH-1],False
FGRAM000v1_006839,,Ff.00g002280.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006840,,hypothetical protein HG531_001525 [Fusarium graminearum],False
FGRAM000v1_006841,,heterokaryon incompatibility protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006842,FGSG_12455,hypothetical protein FGSG_12455 [Fusarium graminearum PH-1],False
FGRAM000v1_006843,FGSG_03336,G-protein-coupled receptor [Fusarium graminearum],False
FGRAM000v1_006844,,Alpha/beta hydrolase fold-1 [Fusarium redolens],False
FGRAM000v1_006845,FGSG_03334,hypothetical protein FGSG_03334 [Fusarium graminearum PH-1],False
FGRAM000v1_006846,,phosphorylcholine phosphatase [Fusarium sporotrichioides],False
FGRAM000v1_006847,,dhh family protein [Fusarium langsethiae],False
FGRAM000v1_006848,,hypothetical protein FG05_30091 [Fusarium graminearum],False
FGRAM000v1_006849,,tRNA-Asp,False
FGRAM000v1_006850,,Ff.00g016830.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006851,,multidrug resistance protein [Fusarium langsethiae],False
FGRAM000v1_006852,,C57A7.05 [Fusarium culmorum],False
FGRAM000v1_006853,,tRNA-Ala,False
FGRAM000v1_006854,,peroxisomal membrane protein [Fusarium langsethiae],False
FGRAM000v1_006855,,fungal-specific transcription factor domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006856,FGSG_03326,hypothetical protein FGSG_03326 [Fusarium graminearum PH-1],False
FGRAM000v1_006857,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006858,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006859,,STE6-1 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_006860,,transcription factor [Fusarium sporotrichioides],False
FGRAM000v1_006861,,alkaline-phosphatase-like protein [Fusarium venenatum],False
FGRAM000v1_006862,,Beta-galactosidase [Fusarium culmorum],False
FGRAM000v1_006863,,Beta-galactosidase [Fusarium culmorum],False
FGRAM000v1_006864,,cell division cycle atpase [Fusarium langsethiae],False
FGRAM000v1_006865,,3-oxoacyl-[acyl-carrier protein] reductase [Fusarium odoratissimum NRRL 54006],False
FGRAM000v1_006866,,Purine nucleoside permease [Fusarium culmorum],False
FGRAM000v1_006867,,NAD dependent epimerase dehydratase [Fusarium pseudocircinatum],False
FGRAM000v1_006868,,alkaline proteinase precursor [Fusarium graminearum PH-1],False
FGRAM000v1_006869,,D-arabinitol 2-dehydrogenase [ribulose-forming] [Fusarium culmorum],False
FGRAM000v1_006870,,hypothetical protein FG05_03313 [Fusarium graminearum],False
FGRAM000v1_006871,,PR-1-like protein PR-1L-4 [Fusarium graminearum],False
FGRAM000v1_006872,,Mannitol 2-dehydrogenase [Fusarium venenatum],False
FGRAM000v1_006873,,integral membrane protein PTH11 [Fusarium mundagurra],False
FGRAM000v1_006874,,FAD-linked oxidoreductase afoF [Fusarium culmorum],False
FGRAM000v1_006875,,FAD-linked oxidoreductase afoF [Fusarium culmorum],False
FGRAM000v1_006876,,tRNA-Met,False
FGRAM000v1_006877,,related to integral membrane protein PTH11 [Fusarium fujikuroi],False
FGRAM000v1_006878,,FAD-linked oxidoreductase patO [Fusarium culmorum],False
FGRAM000v1_006879,FGSG_12464,hypothetical protein FGSG_12464 [Fusarium graminearum PH-1],False
FGRAM000v1_006880,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_13389,FGSG_12466,hypothetical protein FGSG_12466 [Fusarium graminearum PH-1],False
FGRAM000v1_006881,,hypothetical protein HG531_008850 [Fusarium graminearum],False
FGRAM000v1_006882,,cutinase [Fusarium flagelliforme],False
FGRAM000v1_006883,,putative oxidoreductase [Fusarium culmorum],False
FGRAM000v1_006884,FGSG_03302,hypothetical protein FGSG_03302 [Fusarium graminearum PH-1],False
FGRAM000v1_006885,FGSG_03301,hypothetical protein FGSG_03301 [Fusarium graminearum PH-1],False
FGRAM000v1_006886,FGSG_03300,hypothetical protein FGSG_03300 [Fusarium graminearum PH-1],False
FGRAM000v1_006887,FGSG_12468,hypothetical protein FGSG_12468 [Fusarium graminearum PH-1],False
FGRAM000v1_006888,,hypothetical protein HG531_008856 [Fusarium graminearum],False
FGRAM000v1_006889,,heterokaryon incompatibility protein het [Fusarium sporotrichioides],False
FGRAM000v1_006890,,tRNA-Val,False
FGRAM000v1_006891,FGSG_03298,hypothetical protein FGSG_03298 [Fusarium graminearum PH-1],False
FGRAM000v1_006892,,tRNA-Arg,False
FGRAM000v1_006893,FGSG_03297,hypothetical protein FGSG_03297 [Fusarium graminearum PH-1],False
FGRAM000v1_006894,FGSG_03296,hypothetical protein FGSG_03296 [Fusarium graminearum PH-1],False
FGRAM000v1_006895,FGSG_03295,hypothetical protein FGSG_03295 [Fusarium graminearum PH-1],False
FGRAM000v1_006896,,hypothetical protein FAUST_8446 [Fusarium austroamericanum],False
FGRAM000v1_006897,,fungal-specific transcription factor domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006898,,oxidoreductase yulf [Fusarium sporotrichioides],False
FGRAM000v1_006899,,fungal-specific transcription factor domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006900,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_006901,,ACT domain-containing protein [Fusarium venenatum],False
FGRAM000v1_006902,,heterokaryon incompatibility protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006903,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_006904,,Acid beta-fructofuranosidase [Fusarium culmorum],False
FGRAM000v1_006905,,Oxidoreductase swnN [Fusarium oxysporum f. sp. raphani],False
FGRAM000v1_006906,,HotDog domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006907,,putative oxidoreductase [Fusarium culmorum],False
FGRAM000v1_006908,,Casein kinase II subunit alpha [Fusarium culmorum],False
FGRAM000v1_006909,,Alpha/beta hydrolase fold-1 [Fusarium venenatum],False
FGRAM000v1_006910,,hypothetical protein FGRA07_08472 [Fusarium graminearum],False
FGRAM000v1_006911,,GATA zinc finger domain protein [Fusarium subglutinans],False
FGRAM000v1_006912,,gata zinc finger protein [Fusarium langsethiae],False
FGRAM000v1_006913,,Oligopeptide transporter 2 [Fusarium culmorum],False
FGRAM000v1_006914,,Copper amine oxidase 1 [Fusarium oxysporum f. sp. cepae],False
FGRAM000v1_006915,,integral membrane protein [Fusarium langsethiae],False
FGRAM000v1_006916,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_006917,FGSG_03275,hypothetical protein FGSG_03275 [Fusarium graminearum PH-1],False
FGRAM000v1_006918,FGSG_03274,hypothetical protein FGSG_03274 [Fusarium graminearum PH-1],False
FGRAM000v1_006919,,S-adenosyl-L-methionine-dependent methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_006920,,sugar transporter [Fusarium langsethiae],False
FGRAM000v1_006921,,related to C6 transcription factor [Fusarium fujikuroi],False
FGRAM000v1_006922,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006923,,Beta-galactosidase [Fusarium culmorum],False
FGRAM000v1_006924,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_006925,,chitinase [Fusarium langsethiae],False
FGRAM000v1_006926,,P-loop containing nucleoside triphosphate hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_006927,,tRNA-Leu,False
FGRAM000v1_006928,,Ff.00g001360.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006929,,cytochrome p450 [Fusarium sporotrichioides],False
FGRAM000v1_006930,,hypothetical protein HG531_008895 [Fusarium graminearum],False
FGRAM000v1_006931,,putative nadph2 dehydrogenase chain oye2 [Fusarium sporotrichioides],False
FGRAM000v1_006932,,hypothetical protein FGRA07_08492 [Fusarium graminearum],False
FGRAM000v1_006933,,Pisatin demethylase [Fusarium culmorum],False
FGRAM000v1_006934,,sulfide:quinone mitochondrial [Fusarium langsethiae],False
FGRAM000v1_006935,,thioredoxin reductase [Fusarium langsethiae],False
FGRAM000v1_006936,,Non-canonical non-ribosomal peptide synthetase FUB8 [Fusarium culmorum],False
FGRAM000v1_006937,,putative oxidoreductase C2F3.05c [Fusarium culmorum],False
FGRAM000v1_006938,,NADP-dependent oxidoreductase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006939,FGSG_03254,hypothetical protein FGSG_03254 [Fusarium graminearum PH-1],False
FGRAM000v1_006940,FGSG_03253,hypothetical protein FGSG_03253 [Fusarium graminearum PH-1],False
FGRAM000v1_006941,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_006942,FGSG_03251,hypothetical protein FGSG_03251 [Fusarium graminearum PH-1],False
FGRAM000v1_006943,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006944,,FAD dependent oxidoreductase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006945,,glycerol channel [Fusarium irregulare],False
FGRAM000v1_006946,,Glycerol kinase [Fusarium irregulare],False
FGRAM000v1_006947,,transcription factor [Fusarium langsethiae],False
FGRAM000v1_006948,,NPS11 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_006949,,ClpP/crotonase-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006950,,Lipase 3 [Fusarium culmorum],False
FGRAM000v1_006951,,Nucleotide-diphospho-sugar transferase [Fusarium oxysporum f. sp. vasinfectum],False
