gene_id	GO	aspect	name	namespace
FGSG_04576	GO:0006357	P	Conidial development fluffy	BP
FGSG_12229	GO:0016021	C	hypothetical protein FGSG_12229	CC
FGSG_12230	GO:0003824	F	hypothetical protein FGSG_12230	MF
FGSG_12230	GO:0007155	P	hypothetical protein FGSG_12230	BP
FGSG_04571	GO:0005634	C	ethanolamine-phosphate cytidylyltransferase	CC
FGSG_04571	GO:0005829	C	ethanolamine-phosphate cytidylyltransferase	CC
FGSG_04571	GO:0004306	F	ethanolamine-phosphate cytidylyltransferase	MF
FGSG_04571	GO:0006646	P	ethanolamine-phosphate cytidylyltransferase	BP
FGSG_04570	GO:0052654	F	branched-chain amino acid aminotransferase	MF
FGSG_04570	GO:0052655	F	branched-chain amino acid aminotransferase	MF
FGSG_04570	GO:0052656	F	branched-chain amino acid aminotransferase	MF
FGSG_04570	GO:0009082	P	branched-chain amino acid aminotransferase	BP
FGSG_04568	GO:0003824	F	phosphopantothenoylcysteine decarboxylase	MF
FGSG_04567	GO:0005759	C	monothiol glutaredoxin	CC
FGSG_04567	GO:0009055	F	monothiol glutaredoxin	MF
FGSG_04567	GO:0015035	F	monothiol glutaredoxin	MF
FGSG_04567	GO:0015038	F	monothiol glutaredoxin	MF
FGSG_04567	GO:0006970	P	monothiol glutaredoxin	BP
FGSG_04567	GO:0034599	P	monothiol glutaredoxin	BP
FGSG_04567	GO:0045454	P	monothiol glutaredoxin	BP
FGSG_04567	GO:0055114	P	monothiol glutaredoxin	BP
FGSG_12231	GO:0003840	F	gamma-glutamyltranspeptidase	MF
FGSG_12231	GO:0006749	P	gamma-glutamyltranspeptidase	BP
FGSG_12232	GO:0016021	C	lincomycin-condensing lmba	CC
FGSG_04560	GO:0016021	C	hypothetical protein FGSG_04560	CC
FGSG_04558	GO:0005758	C	carbonic anhydrase	CC
FGSG_04558	GO:0004089	F	carbonic anhydrase	MF
FGSG_04558	GO:0008270	F	carbonic anhydrase	MF
FGSG_04558	GO:0015976	P	carbonic anhydrase	BP
FGSG_04558	GO:0034599	P	carbonic anhydrase	BP
FGSG_04558	GO:0071244	P	carbonic anhydrase	BP
FGSG_04557	GO:0005634	C	hypothetical protein FGSG_04557	CC
FGSG_04556	GO:0016021	C	hypothetical protein FGSG_04556	CC
FGSG_04554	GO:0005829	C	aspartyl-trna synthetase	CC
FGSG_04554	GO:0004815	F	aspartyl-trna synthetase	MF
FGSG_04554	GO:0005524	F	aspartyl-trna synthetase	MF
FGSG_04554	GO:0006422	P	aspartyl-trna synthetase	BP
FGSG_04553	GO:0016021	C	hypothetical protein FGSG_04553	CC
FGSG_04551	GO:0016021	C	3-hydroxyisobutyrate dehydrogenase	CC
FGSG_04551	GO:0006950	P	3-hydroxyisobutyrate dehydrogenase	BP
FGSG_04550	GO:0016021	C	related to RTM1	CC
FGSG_04550	GO:0006950	P	related to RTM1	BP
FGSG_12234	GO:0003824	F	hypothetical protein FGSG_12234	MF
FGSG_12234	GO:0008152	P	hypothetical protein FGSG_12234	BP
FGSG_04548	GO:0016021	C	hypothetical protein FGSG_04548	CC
FGSG_04547	GO:0016740	F	glutathione s-transferase	MF
FGSG_04546	GO:0004185	F	related to serine-type carboxypeptidase f precursor	MF
FGSG_04546	GO:0006508	P	related to serine-type carboxypeptidase f precursor	BP
FGSG_04545	GO:0016021	C	hypothetical protein FGSG_04545	CC
FGSG_04545	GO:0022891	F	hypothetical protein FGSG_04545	MF
FGSG_04545	GO:0055085	P	hypothetical protein FGSG_04545	BP
FGSG_04544	GO:0016021	C	probable maltose permease	CC
FGSG_04544	GO:0022891	F	probable maltose permease	MF
FGSG_04544	GO:0055085	P	probable maltose permease	BP
FGSG_04543	GO:0008080	F	probable glucosamine-phosphate N-acetyltransferase	MF
FGSG_04542	GO:0016620	F	oxidoreductase	MF
FGSG_04542	GO:0055114	P	oxidoreductase	BP
FGSG_04537	GO:0016021	C	lactose permease	CC
FGSG_04537	GO:0022891	F	lactose permease	MF
FGSG_04537	GO:0055085	P	lactose permease	BP
FGSG_04536	GO:0016301	F	kinase-like domain	MF
FGSG_04536	GO:0016310	P	kinase-like domain	BP
FGSG_04529	GO:0016021	C	integral membrane	CC
FGSG_04527	GO:0004185	F	carboxypeptidase D	MF
FGSG_04527	GO:0006508	P	carboxypeptidase D	BP
FGSG_04526	GO:0003824	F	hypothetical protein FGSG_04526	MF
FGSG_04526	GO:0009116	P	hypothetical protein FGSG_04526	BP
FGSG_04525	GO:0005524	F	related to TOB3 (member of AAA-ATPase family)	MF
FGSG_04524	GO:0016020	C	hypothetical protein FGSG_04524	CC
FGSG_04522	GO:0030246	F	hypothetical protein FGSG_04522	MF
FGSG_04522	GO:0007155	P	hypothetical protein FGSG_04522	BP
FGSG_04517	GO:0016021	C	sphingoid long-chain base transporter rsb1	CC
FGSG_04517	GO:0006950	P	sphingoid long-chain base transporter rsb1	BP
FGSG_04513	GO:0003677	F	probable BAS1-transcription factor	MF
FGSG_04512	GO:0016021	C	sodium potassium-transporting ATPase subunit alpha	CC
FGSG_04512	GO:0005524	F	sodium potassium-transporting ATPase subunit alpha	MF
FGSG_04512	GO:0016787	F	sodium potassium-transporting ATPase subunit alpha	MF
FGSG_04512	GO:0046872	F	sodium potassium-transporting ATPase subunit alpha	MF
FGSG_04511	GO:0016021	C	UPF0658 Golgi apparatus membrane	CC
FGSG_04510	GO:0016491	F	related to monophenol monooxygenase (tyrosinase)	MF
FGSG_04510	GO:0046872	F	related to monophenol monooxygenase (tyrosinase)	MF
FGSG_04510	GO:0055114	P	related to monophenol monooxygenase (tyrosinase)	BP
FGSG_04507	GO:0008289	F	Extended synaptotagmin-3	MF
FGSG_12242	GO:0004252	F	intracellular serine protease	MF
FGSG_12242	GO:0006508	P	intracellular serine protease	BP
FGSG_04505	GO:0003824	F	related to ankyrin	MF
FGSG_04505	GO:0009116	P	related to ankyrin	BP
FGSG_04504	GO:0003993	F	acid phosphatase	MF
FGSG_04504	GO:0046872	F	acid phosphatase	MF
FGSG_04504	GO:0016311	P	acid phosphatase	BP
FGSG_12244	GO:0005634	C	C6 finger domain	CC
FGSG_12244	GO:0000981	F	C6 finger domain	MF
FGSG_12244	GO:0008270	F	C6 finger domain	MF
FGSG_12244	GO:0006357	P	C6 finger domain	BP
FGSG_04503	GO:0016740	F	related to hydrolases or acyltransferases (alpha beta hydrolase superfamily)	MF
FGSG_04502	GO:0005634	C	hypothetical protein FGSG_04502	CC
FGSG_04502	GO:0000981	F	hypothetical protein FGSG_04502	MF
FGSG_04502	GO:0008270	F	hypothetical protein FGSG_04502	MF
FGSG_04502	GO:0006357	P	hypothetical protein FGSG_04502	BP
FGSG_04500	GO:0016021	C	integral membrane	CC
FGSG_04499	GO:0016740	F	aminoglycoside phosphotransferase	MF
FGSG_04498	GO:0016021	C	hypothetical protein FGSG_04498	CC
FGSG_04497	GO:0004100	F	hypothetical protein FGSG_04497	MF
FGSG_04496	GO:0005634	C	hypothetical protein FGSG_04496	CC
FGSG_04496	GO:0016021	C	hypothetical protein FGSG_04496	CC
FGSG_04496	GO:0003677	F	hypothetical protein FGSG_04496	MF
FGSG_04496	GO:0008270	F	hypothetical protein FGSG_04496	MF
FGSG_04496	GO:0006351	P	hypothetical protein FGSG_04496	BP
FGSG_04492	GO:0016021	C	hypothetical protein FGSG_04492	CC
FGSG_04488	GO:0016787	F	ab hydrolase superfamily yvam	MF
FGSG_04487	GO:0016021	C	related to glucose transporter-3	CC
FGSG_04487	GO:0022891	F	related to glucose transporter-3	MF
FGSG_04487	GO:0008643	P	related to glucose transporter-3	BP
FGSG_04487	GO:0055085	P	related to glucose transporter-3	BP
FGSG_04485	GO:0005739	C	actin 2	CC
FGSG_04485	GO:0005885	C	actin 2	CC
FGSG_04485	GO:0030479	C	actin 2	CC
FGSG_04485	GO:0005524	F	actin 2	MF
FGSG_04485	GO:0016887	F	actin 2	MF
FGSG_04485	GO:0000001	P	actin 2	BP
FGSG_04485	GO:0030100	P	actin 2	BP
FGSG_04485	GO:0030476	P	actin 2	BP
FGSG_04485	GO:0032258	P	actin 2	BP
FGSG_04485	GO:0034314	P	actin 2	BP
FGSG_04485	GO:0051654	P	actin 2	BP
FGSG_04484	GO:0016592	C	CMGC CDK CDK8 kinase	CC
FGSG_04484	GO:0004693	F	CMGC CDK CDK8 kinase	MF
FGSG_04484	GO:0005524	F	CMGC CDK CDK8 kinase	MF
FGSG_04484	GO:0008353	F	CMGC CDK CDK8 kinase	MF
FGSG_04484	GO:0046872	F	CMGC CDK CDK8 kinase	MF
FGSG_04484	GO:0000435	P	CMGC CDK CDK8 kinase	BP
FGSG_04484	GO:0006351	P	CMGC CDK CDK8 kinase	BP
FGSG_04484	GO:0010971	P	CMGC CDK CDK8 kinase	BP
FGSG_04484	GO:0031648	P	CMGC CDK CDK8 kinase	BP
FGSG_04484	GO:0060258	P	CMGC CDK CDK8 kinase	BP
FGSG_04484	GO:0070481	P	CMGC CDK CDK8 kinase	BP
FGSG_04484	GO:0070816	P	CMGC CDK CDK8 kinase	BP
FGSG_04484	GO:1900387	P	CMGC CDK CDK8 kinase	BP
FGSG_04483	GO:0005622	C	ADP-ribosylation factor 6	CC
FGSG_04483	GO:0005525	F	ADP-ribosylation factor 6	MF
FGSG_04483	GO:0007264	P	ADP-ribosylation factor 6	BP
FGSG_04482	GO:0000124	C	saga-associated factor 29	CC
FGSG_04482	GO:0005671	C	saga-associated factor 29	CC
FGSG_04482	GO:0005829	C	saga-associated factor 29	CC
FGSG_04482	GO:0001135	F	saga-associated factor 29	MF
FGSG_04482	GO:0035064	F	saga-associated factor 29	MF
FGSG_04482	GO:0006366	P	saga-associated factor 29	BP
FGSG_04482	GO:0034629	P	saga-associated factor 29	BP
FGSG_04482	GO:0043970	P	saga-associated factor 29	BP
FGSG_04482	GO:0043971	P	saga-associated factor 29	BP
FGSG_04482	GO:0044154	P	saga-associated factor 29	BP
FGSG_04482	GO:0045944	P	saga-associated factor 29	BP
FGSG_04482	GO:0070868	P	saga-associated factor 29	BP
FGSG_04481	GO:0005634	C	mannose-6-phosphate isomerase	CC
FGSG_04481	GO:0005829	C	mannose-6-phosphate isomerase	CC
FGSG_04481	GO:0004476	F	mannose-6-phosphate isomerase	MF
FGSG_04481	GO:0008270	F	mannose-6-phosphate isomerase	MF
FGSG_04481	GO:0000032	P	mannose-6-phosphate isomerase	BP
FGSG_04481	GO:0005975	P	mannose-6-phosphate isomerase	BP
FGSG_04481	GO:0006486	P	mannose-6-phosphate isomerase	BP
FGSG_04481	GO:0009298	P	mannose-6-phosphate isomerase	BP
FGSG_04480	GO:0005634	C	transcriptional regulatory	CC
FGSG_04480	GO:0000981	F	transcriptional regulatory	MF
FGSG_04480	GO:0008270	F	transcriptional regulatory	MF
FGSG_04480	GO:0006357	P	transcriptional regulatory	BP
FGSG_12249	GO:0016021	C	hypothetical protein FGSG_12249	CC
FGSG_04479	GO:0005634	C	Peptidyl-prolyl cis-trans isomerase-like 4	CC
FGSG_04479	GO:0000166	F	Peptidyl-prolyl cis-trans isomerase-like 4	MF
FGSG_04479	GO:0003723	F	Peptidyl-prolyl cis-trans isomerase-like 4	MF
FGSG_04479	GO:0003755	F	Peptidyl-prolyl cis-trans isomerase-like 4	MF
FGSG_04479	GO:0000413	P	Peptidyl-prolyl cis-trans isomerase-like 4	BP
FGSG_04479	GO:0006457	P	Peptidyl-prolyl cis-trans isomerase-like 4	BP
FGSG_04476	GO:0022627	C	40s ribosomal s24	CC
FGSG_04476	GO:0000166	F	40s ribosomal s24	MF
FGSG_04476	GO:0003735	F	40s ribosomal s24	MF
FGSG_04476	GO:0000462	P	40s ribosomal s24	BP
FGSG_04476	GO:0006412	P	40s ribosomal s24	BP
FGSG_04475	GO:0016021	C	hypothetical protein FG05_04475	CC
FGSG_04473	GO:0005829	C	gtp cyclohydrolase ii	CC
FGSG_04473	GO:0003935	F	gtp cyclohydrolase ii	MF
FGSG_04473	GO:0042802	F	gtp cyclohydrolase ii	MF
FGSG_04473	GO:0009231	P	gtp cyclohydrolase ii	BP
FGSG_04470	GO:0005736	C	dna-directed rna polymerase i subunit rpa43	CC
FGSG_04470	GO:0005829	C	dna-directed rna polymerase i subunit rpa43	CC
FGSG_04470	GO:0001054	F	dna-directed rna polymerase i subunit rpa43	MF
FGSG_04470	GO:0042790	P	dna-directed rna polymerase i subunit rpa43	BP
FGSG_04468	GO:0016021	C	related to neutral amino acid permease	CC
FGSG_12250	GO:0005739	C	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7	CC
FGSG_12250	GO:0008137	F	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7	MF
FGSG_12250	GO:0055114	P	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7	BP
FGSG_12251	GO:0004065	F	arylsulfatase	MF
FGSG_12251	GO:0018958	P	arylsulfatase	BP
FGSG_04465	GO:0016021	C	related to myo-inositol transport ITR1	CC
FGSG_04465	GO:0022891	F	related to myo-inositol transport ITR1	MF
FGSG_04465	GO:0055085	P	related to myo-inositol transport ITR1	BP
FGSG_04463	GO:0016301	F	serine threonine kinase	MF
FGSG_04463	GO:0016310	P	serine threonine kinase	BP
FGSG_04461	GO:0016021	C	hypothetical protein FGSG_04461	CC
FGSG_12254	GO:0016021	C	hypothetical protein FGSG_12254	CC
FGSG_04459	GO:0005634	C	transcription factor	CC
FGSG_04459	GO:0000981	F	transcription factor	MF
FGSG_04459	GO:0008270	F	transcription factor	MF
FGSG_04459	GO:0006357	P	transcription factor	BP
FGSG_04458	GO:0019825	F	nitric oxide dioxygenase	MF
FGSG_04458	GO:0020037	F	nitric oxide dioxygenase	MF
FGSG_04458	GO:0051213	F	nitric oxide dioxygenase	MF
FGSG_04458	GO:0055114	P	nitric oxide dioxygenase	BP
FGSG_04456	GO:0016740	F	probable trehalose synthase	MF
FGSG_04455	GO:0016301	F	aminoglycoside 3 -phosphotransferase choline kinase	MF
FGSG_04455	GO:0016310	P	aminoglycoside 3 -phosphotransferase choline kinase	BP
FGSG_04454	GO:0005759	C	fe-mn family superoxide dismutase	CC
FGSG_04454	GO:0004784	F	fe-mn family superoxide dismutase	MF
FGSG_04454	GO:0030145	F	fe-mn family superoxide dismutase	MF
FGSG_04454	GO:0001302	P	fe-mn family superoxide dismutase	BP
FGSG_04454	GO:0001320	P	fe-mn family superoxide dismutase	BP
FGSG_04454	GO:0019430	P	fe-mn family superoxide dismutase	BP
FGSG_04454	GO:0055114	P	fe-mn family superoxide dismutase	BP
FGSG_04453	GO:0031298	C	dna replication complex gins psf3	CC
FGSG_04453	GO:0000727	P	dna replication complex gins psf3	BP
FGSG_04453	GO:0006261	P	dna replication complex gins psf3	BP
FGSG_04451	GO:0005789	C	os-9	CC
FGSG_04451	GO:0030246	F	os-9	MF
FGSG_12255	GO:0005815	C	hypothetical protein FGSG_12255	CC
FGSG_12256	GO:0016614	F	related to 6-hydroxy-d-nicotine oxidase	MF
FGSG_12256	GO:0050660	F	related to 6-hydroxy-d-nicotine oxidase	MF
FGSG_12256	GO:0055114	P	related to 6-hydroxy-d-nicotine oxidase	BP
FGSG_04450	GO:0016021	C	hypothetical protein FGSG_04450	CC
FGSG_04449	GO:0046872	F	hypothetical protein FGSG_04449	MF
FGSG_04446	GO:0005622	C	related to histidine kinase	CC
FGSG_04446	GO:0000155	F	related to histidine kinase	MF
FGSG_04446	GO:0000160	P	related to histidine kinase	BP
FGSG_04446	GO:0023014	P	related to histidine kinase	BP
FGSG_04445	GO:0051213	F	biphenyl-2,3-diol 1,2-dioxygenase	MF
FGSG_04445	GO:0055114	P	biphenyl-2,3-diol 1,2-dioxygenase	BP
FGSG_04443	GO:0003743	F	translation machinery-associated 64	MF
FGSG_04443	GO:0006413	P	translation machinery-associated 64	BP
FGSG_04442	GO:0003743	F	translation machinery-associated 64	MF
FGSG_04442	GO:0006413	P	translation machinery-associated 64	BP
FGSG_04441	GO:0051213	F	taurine catabolism dioxygenase	MF
FGSG_04441	GO:0055114	P	taurine catabolism dioxygenase	BP
FGSG_04440	GO:0016021	C	ATP-dependent bile acid permease	CC
FGSG_04440	GO:0005524	F	ATP-dependent bile acid permease	MF
FGSG_04440	GO:0042626	F	ATP-dependent bile acid permease	MF
FGSG_04440	GO:0055085	P	ATP-dependent bile acid permease	BP
FGSG_04439	GO:0005618	C	related to pectinesterase	CC
FGSG_04439	GO:0016020	C	related to pectinesterase	CC
FGSG_04439	GO:0005215	F	related to pectinesterase	MF
FGSG_04439	GO:0030599	F	related to pectinesterase	MF
FGSG_04439	GO:0045330	F	related to pectinesterase	MF
FGSG_04439	GO:0006810	P	related to pectinesterase	BP
FGSG_04439	GO:0042545	P	related to pectinesterase	BP
FGSG_04438	GO:0016021	C	hypothetical protein FGSG_04438	CC
FGSG_04436	GO:0016021	C	related to integral membrane	CC
FGSG_04434	GO:0004601	F	related to peroxidase	MF
FGSG_04434	GO:0020037	F	related to peroxidase	MF
FGSG_04434	GO:0046872	F	related to peroxidase	MF
FGSG_04434	GO:0006979	P	related to peroxidase	BP
FGSG_04434	GO:0055114	P	related to peroxidase	BP
FGSG_04434	GO:0098869	P	related to peroxidase	BP
FGSG_04433	GO:0016740	F	glutathione S-transferase	MF
FGSG_04432	GO:0016740	F	glutathione s-transferase omega 2	MF
FGSG_04431	GO:0016021	C	related to allantoate permease	CC
FGSG_04431	GO:0055085	P	related to allantoate permease	BP
FGSG_04430	GO:0005576	C	probable pectate lyase 1	CC
FGSG_04430	GO:0016829	F	probable pectate lyase 1	MF
FGSG_04430	GO:0000272	P	probable pectate lyase 1	BP
FGSG_04428	GO:0016021	C	hypothetical protein FGSG_04428	CC
FGSG_04426	GO:0016021	C	related to multidrug resistance	CC
FGSG_04426	GO:0055085	P	related to multidrug resistance	BP
FGSG_04424	GO:0032040	C	U3 small nucleolar RNA-associated 5	CC
FGSG_04424	GO:0033553	C	U3 small nucleolar RNA-associated 5	CC
FGSG_04424	GO:0034455	C	U3 small nucleolar RNA-associated 5	CC
FGSG_04424	GO:0000462	P	U3 small nucleolar RNA-associated 5	BP
FGSG_04424	GO:0045943	P	U3 small nucleolar RNA-associated 5	BP
FGSG_04420	GO:0016301	F	related to thiamin pyrophosphokinase	MF
FGSG_04420	GO:0016787	F	related to thiamin pyrophosphokinase	MF
FGSG_04420	GO:0016310	P	related to thiamin pyrophosphokinase	BP
FGSG_04419	GO:0005524	F	Hsp70 family	MF
FGSG_04418	GO:0005634	C	cmgc rck mak kinase	CC
FGSG_04418	GO:0004674	F	cmgc rck mak kinase	MF
FGSG_04418	GO:0005524	F	cmgc rck mak kinase	MF
FGSG_04418	GO:0006468	P	cmgc rck mak kinase	BP
FGSG_04418	GO:0040020	P	cmgc rck mak kinase	BP
FGSG_04416	GO:0016301	F	pyruvate dehydrogenase kinase	MF
FGSG_04416	GO:0016310	P	pyruvate dehydrogenase kinase	BP
FGSG_04413	GO:0032541	C	sphinganine-1-phosphate aldolase	CC
FGSG_04413	GO:0097038	C	sphinganine-1-phosphate aldolase	CC
FGSG_04413	GO:0008117	F	sphinganine-1-phosphate aldolase	MF
FGSG_04413	GO:0016831	F	sphinganine-1-phosphate aldolase	MF
FGSG_04413	GO:0030170	F	sphinganine-1-phosphate aldolase	MF
FGSG_04413	GO:0006665	P	sphinganine-1-phosphate aldolase	BP
FGSG_04413	GO:0009267	P	sphinganine-1-phosphate aldolase	BP
FGSG_04413	GO:0019722	P	sphinganine-1-phosphate aldolase	BP
FGSG_04413	GO:0019752	P	sphinganine-1-phosphate aldolase	BP
FGSG_04412	GO:0000136	C	related to alpha-1,2-galactosyltransferase	CC
FGSG_04412	GO:0005783	C	related to alpha-1,2-galactosyltransferase	CC
FGSG_04412	GO:0000009	F	related to alpha-1,2-galactosyltransferase	MF
FGSG_04412	GO:0000032	P	related to alpha-1,2-galactosyltransferase	BP
FGSG_04412	GO:0006487	P	related to alpha-1,2-galactosyltransferase	BP
FGSG_04412	GO:0097502	P	related to alpha-1,2-galactosyltransferase	BP
FGSG_04411	GO:0016021	C	related to RING finger domain	CC
FGSG_04411	GO:0008270	F	related to RING finger domain	MF
FGSG_04411	GO:0016874	F	related to RING finger domain	MF
FGSG_04410	GO:0005634	C	proteasome subunit alpha type-2	CC
FGSG_04410	GO:0019773	C	proteasome subunit alpha type-2	CC
FGSG_04410	GO:0034515	C	proteasome subunit alpha type-2	CC
FGSG_04410	GO:0042175	C	proteasome subunit alpha type-2	CC
FGSG_04410	GO:0004298	F	proteasome subunit alpha type-2	MF
FGSG_04410	GO:0010499	P	proteasome subunit alpha type-2	BP
FGSG_04410	GO:0043161	P	proteasome subunit alpha type-2	BP
FGSG_04409	GO:0016874	F	e3 ubiquitin- ligase herc6	MF
FGSG_04408	GO:0003723	F	dicer 2	MF
FGSG_04408	GO:0004386	F	dicer 2	MF
FGSG_04408	GO:0004525	F	dicer 2	MF
FGSG_04408	GO:0005524	F	dicer 2	MF
FGSG_04408	GO:0006396	P	dicer 2	BP
FGSG_04408	GO:0090502	P	dicer 2	BP
FGSG_04407	GO:0005634	C	related to uridine kinase udk	CC
FGSG_04407	GO:0005829	C	related to uridine kinase udk	CC
FGSG_04407	GO:0005524	F	related to uridine kinase udk	MF
FGSG_04407	GO:0050262	F	related to uridine kinase udk	MF
FGSG_04407	GO:0016310	P	related to uridine kinase udk	BP
FGSG_04407	GO:0034356	P	related to uridine kinase udk	BP
FGSG_04407	GO:0046495	P	related to uridine kinase udk	BP
FGSG_12261	GO:0016021	C	related to exostosin-like 3	CC
FGSG_12261	GO:0004045	F	related to exostosin-like 3	MF
FGSG_12261	GO:0006024	P	related to exostosin-like 3	BP
FGSG_12261	GO:0015012	P	related to exostosin-like 3	BP
FGSG_04404	GO:0005730	C	probable UTP7-U3 snoRNP	CC
FGSG_04404	GO:0019013	C	probable UTP7-U3 snoRNP	CC
FGSG_04404	GO:0030686	C	probable UTP7-U3 snoRNP	CC
FGSG_04404	GO:0032040	C	probable UTP7-U3 snoRNP	CC
FGSG_04404	GO:0000447	P	probable UTP7-U3 snoRNP	BP
FGSG_04404	GO:0000472	P	probable UTP7-U3 snoRNP	BP
FGSG_04404	GO:0000480	P	probable UTP7-U3 snoRNP	BP
FGSG_04403	GO:0005730	C	probable TSR1 required for processing of 20S pre-rRNA in the associates with pre-40S ribosomal particles	CC
FGSG_04403	GO:0005737	C	probable TSR1 required for processing of 20S pre-rRNA in the associates with pre-40S ribosomal particles	CC
FGSG_04403	GO:0043021	F	probable TSR1 required for processing of 20S pre-rRNA in the associates with pre-40S ribosomal particles	MF
FGSG_04403	GO:0006364	P	probable TSR1 required for processing of 20S pre-rRNA in the associates with pre-40S ribosomal particles	BP
FGSG_04402	GO:0005634	C	urease accessory	CC
FGSG_04402	GO:0005829	C	urease accessory	CC
FGSG_04402	GO:0003924	F	urease accessory	MF
FGSG_04402	GO:0016151	F	urease accessory	MF
FGSG_04402	GO:0019627	P	urease accessory	BP
FGSG_04401	GO:0005840	C	related to ribosomal mitochondrial	CC
FGSG_04400	GO:0000131	C	GTP-binding rhoA	CC
FGSG_04400	GO:0000148	C	GTP-binding rhoA	CC
FGSG_04400	GO:0005777	C	GTP-binding rhoA	CC
FGSG_04400	GO:0005794	C	GTP-binding rhoA	CC
FGSG_04400	GO:0005934	C	GTP-binding rhoA	CC
FGSG_04400	GO:0005935	C	GTP-binding rhoA	CC
FGSG_04400	GO:0043332	C	GTP-binding rhoA	CC
FGSG_04400	GO:0003924	F	GTP-binding rhoA	MF
FGSG_04400	GO:0005525	F	GTP-binding rhoA	MF
FGSG_04400	GO:0007117	P	GTP-binding rhoA	BP
FGSG_04400	GO:0007264	P	GTP-binding rhoA	BP
FGSG_04400	GO:0008361	P	GTP-binding rhoA	BP
FGSG_04400	GO:0031532	P	GTP-binding rhoA	BP
FGSG_04400	GO:0032889	P	GTP-binding rhoA	BP
FGSG_04400	GO:0045807	P	GTP-binding rhoA	BP
FGSG_04400	GO:0060178	P	GTP-binding rhoA	BP
FGSG_04400	GO:0060237	P	GTP-binding rhoA	BP
FGSG_04400	GO:0090037	P	GTP-binding rhoA	BP
FGSG_04400	GO:0090334	P	GTP-binding rhoA	BP
FGSG_04398	GO:0005783	C	related to YBL089w	CC
FGSG_04398	GO:0016021	C	related to YBL089w	CC
FGSG_04397	GO:0004190	F	aspartic-type endopeptidase ctsd	MF
FGSG_04397	GO:0006508	P	aspartic-type endopeptidase ctsd	BP
FGSG_04395	GO:0005789	C	probable GET1	CC
FGSG_04395	GO:0016021	C	probable GET1	CC
FGSG_04395	GO:0043529	C	probable GET1	CC
FGSG_04395	GO:0006810	P	probable GET1	BP
FGSG_04395	GO:0071816	P	probable GET1	BP
FGSG_04394	GO:0016021	C	chorismate synthase	CC
FGSG_04393	GO:0005737	C	rud3-suppressor of uso1-1 transport defect	CC
FGSG_04393	GO:0000042	P	rud3-suppressor of uso1-1 transport defect	BP
FGSG_04393	GO:0006888	P	rud3-suppressor of uso1-1 transport defect	BP
FGSG_04392	GO:0005730	C	related to RNA binding	CC
FGSG_04392	GO:0030687	C	related to RNA binding	CC
FGSG_04392	GO:0000166	F	related to RNA binding	MF
FGSG_04392	GO:0003676	F	related to RNA binding	MF
FGSG_04392	GO:0000915	P	related to RNA binding	BP
FGSG_04392	GO:0042273	P	related to RNA binding	BP
FGSG_04391	GO:0044424	C	survival motor neuron 1	CC
FGSG_04388	GO:0016021	C	hypothetical protein FGSG_04388	CC
FGSG_12263	GO:0005829	C	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	CC
FGSG_12263	GO:0005849	C	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	CC
FGSG_12263	GO:0000993	F	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	MF
FGSG_12263	GO:0003729	F	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	MF
FGSG_12263	GO:0006369	P	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	BP
FGSG_12263	GO:0006378	P	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	BP
FGSG_12263	GO:0006379	P	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	BP
FGSG_12263	GO:0006886	P	related to PCF11 component of pre-mRNA 3`-end processing factor CF I	BP
FGSG_12264	GO:0005737	C	ATPase	CC
FGSG_12264	GO:0003677	F	ATPase	MF
FGSG_12264	GO:0005524	F	ATPase	MF
FGSG_12264	GO:0008047	F	ATPase	MF
FGSG_12264	GO:0043142	F	ATPase	MF
FGSG_12264	GO:0000733	P	ATPase	BP
FGSG_12264	GO:0006281	P	ATPase	BP
FGSG_12264	GO:0006282	P	ATPase	BP
FGSG_12264	GO:0033567	P	ATPase	BP
FGSG_12264	GO:0043085	P	ATPase	BP
FGSG_04386	GO:0005634	C	DNA repair endonuclease rad2	CC
FGSG_04386	GO:0005737	C	DNA repair endonuclease rad2	CC
FGSG_04386	GO:0003677	F	DNA repair endonuclease rad2	MF
FGSG_04386	GO:0008821	F	DNA repair endonuclease rad2	MF
FGSG_04386	GO:0006281	P	DNA repair endonuclease rad2	BP
FGSG_04386	GO:0090305	P	DNA repair endonuclease rad2	BP
FGSG_04384	GO:0005739	C	seryl-tRNA synthetase	CC
FGSG_04384	GO:0004828	F	seryl-tRNA synthetase	MF
FGSG_04384	GO:0005524	F	seryl-tRNA synthetase	MF
FGSG_04384	GO:0001403	P	seryl-tRNA synthetase	BP
FGSG_04384	GO:0007124	P	seryl-tRNA synthetase	BP
FGSG_04384	GO:0070158	P	seryl-tRNA synthetase	BP
FGSG_04383	GO:0016021	C	hypothetical protein FGSG_04383	CC
FGSG_04382	GO:0004674	F	AGC RSK RSK-UNCLASSIFIED kinase	MF
