gene_id,chrom,start,end,strand,biotype,product
FGSG_05339,NC_026476.1,1940524,1941541,-,protein_coding,uncharacterized protein
FGSG_12716,NC_026476.1,1945234,1945957,-,protein_coding,uncharacterized protein
FGSG_12717,NC_026476.1,1946528,1947045,+,protein_coding,uncharacterized protein
FGSG_05340,NC_026476.1,1948055,1949734,+,protein_coding,uncharacterized protein
FGSG_05341,NC_026476.1,1950387,1950956,-,protein_coding,uncharacterized protein
FGSG_05342,NC_026476.1,1953308,1954550,+,protein_coding,uncharacterized protein
FGSG_05343,NC_026476.1,1954727,1956004,-,protein_coding,uncharacterized protein
FGSG_05344,NC_026476.1,1957540,1960736,+,protein_coding,uncharacterized protein
FGSG_05345,NC_026476.1,1961814,1963546,+,protein_coding,uncharacterized protein
FGSG_05346,NC_026476.1,1965794,1967424,+,protein_coding,uncharacterized protein
FGSG_05347,NC_026476.1,1967807,1969619,-,protein_coding,uncharacterized protein
FGSG_05348,NC_026476.1,1971113,1971770,+,protein_coding,uncharacterized protein
FGSG_05349,NC_026476.1,1971882,1973117,-,protein_coding,uncharacterized protein
FGSG_20637,NC_026476.1,1973171,1973242,-,tRNA,tRNA-Thr
FGSG_05350,NC_026476.1,1973743,1976639,-,protein_coding,uncharacterized protein
FGSG_05351,NC_026476.1,1978589,1981516,+,protein_coding,uncharacterized protein
FGSG_12718,NC_026476.1,1982574,1983173,+,protein_coding,uncharacterized protein
FGSG_12719,NC_026476.1,1984065,1984416,+,protein_coding,uncharacterized protein
FGSG_05352,NC_026476.1,1984597,1986828,+,protein_coding,uncharacterized protein
FGSG_05353,NC_026476.1,1987044,1988447,-,protein_coding,uncharacterized protein
FGSG_05354,NC_026476.1,1990434,1991885,-,protein_coding,uncharacterized protein
FGSG_05355,NC_026476.1,1992968,1994032,+,protein_coding,uncharacterized protein
FGSG_05356,NC_026476.1,1995938,1996451,-,protein_coding,uncharacterized protein
FGSG_05357,NC_026476.1,1997357,1998128,-,protein_coding,uncharacterized protein
FGSG_12720,NC_026476.1,2000085,2001575,-,protein_coding,uncharacterized protein
FGSG_12721,NC_026476.1,2003164,2003587,+,protein_coding,uncharacterized protein
FGSG_12722,NC_026476.1,2003919,2004482,-,protein_coding,uncharacterized protein
FGSG_05358,NC_026476.1,2006308,2007562,+,protein_coding,uncharacterized protein
FGSG_05359,NC_026476.1,2007671,2008705,-,protein_coding,uncharacterized protein
FGSG_05360,NC_026476.1,2009391,2010187,+,protein_coding,uncharacterized protein
FGSG_05361,NC_026476.1,2010738,2011357,-,protein_coding,uncharacterized protein
FGSG_05362,NC_026476.1,2011810,2013136,-,protein_coding,uncharacterized protein
FGSG_05364,NC_026476.1,2015374,2018052,-,protein_coding,uncharacterized protein
FGSG_05365,NC_026476.1,2019300,2020352,+,protein_coding,proteasome subunit alpha type 4
FGSG_05366,NC_026476.1,2020505,2021498,-,protein_coding,uncharacterized protein
FGSG_05367,NC_026476.1,2022493,2024211,+,protein_coding,uncharacterized protein
FGSG_05368,NC_026476.1,2024301,2026071,-,protein_coding,uncharacterized protein
FGSG_05369,NC_026476.1,2027546,2028625,-,protein_coding,uncharacterized protein
FGSG_05370,NC_026476.1,2029493,2032330,-,protein_coding,uncharacterized protein
FGSG_05371,NC_026476.1,2033838,2036149,-,protein_coding,uncharacterized protein
FGSG_05372,NC_026476.1,2043338,2057970,+,protein_coding,uncharacterized protein
FGSG_05373,NC_026476.1,2058049,2061343,-,protein_coding,uncharacterized protein
FGSG_05374,NC_026476.1,2062033,2064043,-,protein_coding,uncharacterized protein
FGSG_05375,NC_026476.1,2066640,2068325,+,protein_coding,betaine aldehyde dehydrogenase
FGSG_05376,NC_026476.1,2068733,2071834,-,protein_coding,uncharacterized protein
FGSG_05377,NC_026476.1,2072412,2075031,-,protein_coding,VTS1 protein
FGSG_05378,NC_026476.1,2075791,2076467,-,protein_coding,uncharacterized protein
FGSG_05379,NC_026476.1,2076855,2078336,-,protein_coding,uncharacterized protein
FGSG_12723,NC_026476.1,2079038,2079485,+,protein_coding,uncharacterized protein
FGSG_12724,NC_026476.1,2079981,2081961,+,protein_coding,uncharacterized protein
FGSG_05381,NC_026476.1,2081948,2083631,-,protein_coding,uncharacterized protein
FGSG_05382,NC_026476.1,2087766,2089189,+,protein_coding,uncharacterized protein
FGSG_12725,NC_026476.1,2089222,2089629,-,protein_coding,uncharacterized protein
FGSG_05383,NC_026476.1,2090413,2091766,+,protein_coding,uncharacterized protein
FGSG_12726,NC_026476.1,2092367,2093151,+,protein_coding,uncharacterized protein
FGSG_05384,NC_026476.1,2093256,2094609,-,protein_coding,uncharacterized protein
FGSG_05385,NC_026476.1,2095700,2097624,-,protein_coding,uncharacterized protein
FGSG_05386,NC_026476.1,2100268,2101373,-,protein_coding,uncharacterized protein
FGSG_05387,NC_026476.1,2102639,2106804,+,protein_coding,uncharacterized protein
FGSG_05388,NC_026476.1,2107370,2109413,-,protein_coding,uncharacterized protein
FGSG_12727,NC_026476.1,2109630,2109974,-,protein_coding,uncharacterized protein
FGSG_05389,NC_026476.1,2111021,2113465,+,protein_coding,Poly(A) polymerase pla1
FGSG_05390,NC_026476.1,2113960,2115625,-,protein_coding,uncharacterized protein
FGSG_05391,NC_026476.1,2116159,2116875,+,protein_coding,uncharacterized protein
FGSG_05392,NC_026476.1,2117218,2119259,-,protein_coding,uncharacterized protein
FGSG_05393,NC_026476.1,2120356,2121327,+,protein_coding,negative regulator of the PHO system
FGSG_05394,NC_026476.1,2121699,2122967,-,protein_coding,uncharacterized protein
FGSG_05395,NC_026476.1,2123360,2124544,+,protein_coding,uncharacterized protein
FGSG_12728,NC_026476.1,2124568,2125557,-,protein_coding,uncharacterized protein
FGSG_05396,NC_026476.1,2126604,2127412,-,protein_coding,uncharacterized protein
FGSG_12729,NC_026476.1,2128408,2129695,-,protein_coding,uncharacterized protein
FGSG_12730,NC_026476.1,2131576,2132521,-,protein_coding,uncharacterized protein
FGSG_05397,NC_026476.1,2134736,2135949,+,protein_coding,uncharacterized protein
FGSG_05398,NC_026476.1,2136948,2140935,-,protein_coding,uncharacterized protein
FGSG_05399,NC_026476.1,2147541,2150102,+,protein_coding,uncharacterized protein
FGSG_05400,NC_026476.1,2151350,2152442,+,protein_coding,uncharacterized protein
FGSG_05401,NC_026476.1,2152979,2154479,+,protein_coding,uncharacterized protein
FGSG_05402,NC_026476.1,2155463,2157807,+,protein_coding,uncharacterized protein
FGSG_05403,NC_026476.1,2157626,2159633,-,protein_coding,uncharacterized protein
FGSG_05404,NC_026476.1,2160246,2162183,+,protein_coding,uncharacterized protein
FGSG_05405,NC_026476.1,2162465,2164254,-,protein_coding,uncharacterized protein
FGSG_05406,NC_026476.1,2164499,2165926,+,protein_coding,uncharacterized protein
FGSG_05407,NC_026476.1,2166216,2167559,-,protein_coding,uncharacterized protein
FGSG_05408,NC_026476.1,2169503,2171358,+,protein_coding,uncharacterized protein
FGSG_05409,NC_026476.1,2173693,2175071,-,protein_coding,ribonucleoside-diphosphate reductase small chain
FGSG_05410,NC_026476.1,2176285,2177846,-,protein_coding,uncharacterized protein
FGSG_05411,NC_026476.1,2178552,2181475,+,protein_coding,uncharacterized protein
FGSG_12731,NC_026476.1,2181712,2182567,-,protein_coding,uncharacterized protein
FGSG_12732,NC_026476.1,2182801,2183583,-,protein_coding,uncharacterized protein
FGSG_05413,NC_026476.1,2184061,2185597,-,protein_coding,uncharacterized protein
FGSG_05414,NC_026476.1,2186440,2187923,+,protein_coding,uncharacterized protein
FGSG_05415,NC_026476.1,2188238,2189478,-,protein_coding,uncharacterized protein
FGSG_05416,NC_026476.1,2190024,2191276,-,protein_coding,uncharacterized protein
FGSG_12733,NC_026476.1,2193685,2194754,+,protein_coding,uncharacterized protein
FGSG_12734,NC_026476.1,2196553,2197578,-,protein_coding,uncharacterized protein
FGSG_12735,NC_026476.1,2198684,2198992,-,protein_coding,uncharacterized protein
FGSG_05417,NC_026476.1,2199672,2201486,+,protein_coding,uncharacterized protein
FGSG_05418,NC_026476.1,2204565,2207468,+,protein_coding,uncharacterized protein
FGSG_05419,NC_026476.1,2208395,2209839,-,protein_coding,uncharacterized protein
FGSG_05420,NC_026476.1,2210632,2212767,+,protein_coding,uncharacterized protein
FGSG_12736,NC_026476.1,2213449,2215055,-,protein_coding,uncharacterized protein
FGSG_05421,NC_026476.1,2215859,2220732,+,protein_coding,uncharacterized protein
FGSG_05422,NC_026476.1,2221822,2226528,-,protein_coding,uncharacterized protein
FGSG_05423,NC_026476.1,2229699,2234171,-,protein_coding,uncharacterized protein
FGSG_05424,NC_026476.1,2234758,2237452,+,protein_coding,uncharacterized protein
FGSG_05425,NC_026476.1,2237521,2239626,-,protein_coding,uncharacterized protein
FGSG_12737,NC_026476.1,2240935,2242722,-,protein_coding,uncharacterized protein
FGSG_12738,NC_026476.1,2242987,2243744,-,protein_coding,uncharacterized protein
FGSG_05427,NC_026476.1,2246217,2249961,+,protein_coding,uncharacterized protein
FGSG_05428,NC_026476.1,2250627,2252244,+,protein_coding,eukaryotic translation initiation factor 6
FGSG_05429,NC_026476.1,2252641,2253543,+,protein_coding,uncharacterized protein
FGSG_05430,NC_026476.1,2253629,2256351,-,protein_coding,phosphatase PP2A regulatory subunit A
FGSG_05431,NC_026476.1,2257808,2259793,+,protein_coding,phenylalanyl-tRNA synthetase beta chain
FGSG_05432,NC_026476.1,2260609,2263026,-,protein_coding,uncharacterized protein
FGSG_05433,NC_026476.1,2263695,2265007,+,protein_coding,40S ribosomal protein S3
FGSG_12739,NC_026476.1,2265247,2265615,+,protein_coding,uncharacterized protein
FGSG_05434,NC_026476.1,2265894,2267543,-,protein_coding,uncharacterized protein
FGSG_05435,NC_026476.1,2270662,2273330,-,protein_coding,uncharacterized protein
FGSG_05436,NC_026476.1,2274227,2276029,+,protein_coding,uncharacterized protein
FGSG_05437,NC_026476.1,2276551,2279178,+,protein_coding,uncharacterized protein
FGSG_05438,NC_026476.1,2279355,2280660,-,protein_coding,uncharacterized protein
FGSG_05439,NC_026476.1,2282202,2283355,-,protein_coding,uncharacterized protein
FGSG_05440,NC_026476.1,2284685,2286002,-,protein_coding,uncharacterized protein
FGSG_05441,NC_026476.1,2290080,2291082,+,protein_coding,uncharacterized protein
FGSG_05442,NC_026476.1,2291660,2294390,-,protein_coding,uncharacterized protein
FGSG_05443,NC_026476.1,2296001,2299616,+,protein_coding,uncharacterized protein
FGSG_05444,NC_026476.1,2298147,2300688,-,protein_coding,negative regulator of differentiation 1
FGSG_05445,NC_026476.1,2301281,2302208,+,protein_coding,uncharacterized protein
FGSG_05446,NC_026476.1,2305048,2306575,-,protein_coding,uncharacterized protein
FGSG_05447,NC_026476.1,2307923,2308997,-,protein_coding,cell division control protein 42
FGSG_05448,NC_026476.1,2313543,2315103,+,protein_coding,uncharacterized protein
FGSG_05449,NC_026476.1,2315481,2315976,+,protein_coding,uncharacterized protein
FGSG_05450,NC_026476.1,2316178,2317614,-,protein_coding,uncharacterized protein
FGSG_05451,NC_026476.1,2318070,2321024,-,protein_coding,uncharacterized protein
FGSG_05452,NC_026476.1,2321895,2323878,+,protein_coding,uncharacterized protein
FGSG_05453,NC_026476.1,2324155,2327039,-,protein_coding,DNA ligase
FGSG_05454,NC_026476.1,2327425,2329188,-,protein_coding,pyruvate dehydrogenase E1 component subunit alpha
FGSG_05455,NC_026476.1,2330216,2332454,-,protein_coding,uncharacterized protein
FGSG_05456,NC_026476.1,2335614,2337591,-,protein_coding,uncharacterized protein
FGSG_05457,NC_026476.1,2338655,2339761,+,protein_coding,uncharacterized protein
FGSG_05458,NC_026476.1,2340877,2343018,-,protein_coding,uncharacterized protein
FGSG_12740,NC_026476.1,2343153,2343715,-,protein_coding,uncharacterized protein
FGSG_05459,NC_026476.1,2345455,2348030,-,protein_coding,uncharacterized protein
FGSG_05460,NC_026476.1,2348406,2349533,+,protein_coding,uncharacterized protein
FGSG_05461,NC_026476.1,2349788,2350859,-,protein_coding,uncharacterized protein
FGSG_05462,NC_026476.1,2353259,2361597,-,protein_coding,uncharacterized protein
FGSG_05463,NC_026476.1,2363626,2364493,+,protein_coding,uncharacterized protein
FGSG_05464,NC_026476.1,2365250,2366478,+,protein_coding,uncharacterized protein
FGSG_05465,NC_026476.1,2366921,2368912,-,protein_coding,uncharacterized protein
FGSG_05466,NC_026476.1,2369122,2370500,+,protein_coding,ribosome production factor 1
FGSG_05467,NC_026476.1,2372012,2373574,+,protein_coding,uncharacterized protein
FGSG_05468,NC_026476.1,2376472,2378987,+,protein_coding,uncharacterized protein
FGSG_05469,NC_026476.1,2379383,2382511,+,protein_coding,uncharacterized protein
FGSG_05470,NC_026476.1,2382757,2383389,-,protein_coding,vacuolar ATP synthase subunit c
FGSG_05471,NC_026476.1,2385408,2387365,+,protein_coding,uncharacterized protein
FGSG_05472,NC_026476.1,2387474,2388197,+,protein_coding,uncharacterized protein
FGSG_12741,NC_026476.1,2388328,2389205,-,protein_coding,uncharacterized protein
FGSG_12742,NC_026476.1,2389641,2392319,-,protein_coding,uncharacterized protein
FGSG_05474,NC_026476.1,2392735,2393715,-,protein_coding,uncharacterized protein
FGSG_12743,NC_026476.1,2396048,2397083,+,protein_coding,uncharacterized protein
FGSG_05475,NC_026476.1,2398662,2400105,-,protein_coding,uncharacterized protein
FGSG_05476,NC_026476.1,2402857,2403638,-,protein_coding,uncharacterized protein
FGSG_12744,NC_026476.1,2405040,2406129,+,protein_coding,uncharacterized protein
FGSG_05477,NC_026476.1,2409296,2412699,-,protein_coding,uncharacterized protein
FGSG_05478,NC_026476.1,2413264,2415104,+,protein_coding,PBN1 protein
FGSG_05479,NC_026476.1,2415627,2417812,+,protein_coding,uncharacterized protein
FGSG_12745,NC_026476.1,2417991,2421102,-,protein_coding,heat shock protein HSP98
FGSG_05480,NC_026476.1,2421674,2422856,+,protein_coding,uncharacterized protein
FGSG_05481,NC_026476.1,2422028,2424560,-,protein_coding,uncharacterized protein
FGSG_05482,NC_026476.1,2425837,2426960,-,protein_coding,uncharacterized protein
FGSG_05483,NC_026476.1,2427977,2429500,+,protein_coding,uncharacterized protein
FGSG_05484,NC_026476.1,2433277,2436053,+,protein_coding,uncharacterized protein
FGSG_12746,NC_026476.1,2436792,2437406,+,protein_coding,uncharacterized protein
FGSG_12747,NC_026476.1,2437884,2439147,+,protein_coding,uncharacterized protein
FGSG_12748,NC_026476.1,2439516,2440454,+,protein_coding,uncharacterized protein
FGSG_05486,NC_026476.1,2442334,2443518,-,protein_coding,uncharacterized protein
FGSG_05487,NC_026476.1,2444922,2447646,-,protein_coding,uncharacterized protein
FGSG_05488,NC_026476.1,2447990,2448841,+,protein_coding,nuclear cap-binding protein subunit 2
FGSG_05489,NC_026476.1,2448938,2449568,-,protein_coding,uncharacterized protein
FGSG_05490,NC_026476.1,2449766,2450616,+,protein_coding,uncharacterized protein
FGSG_05491,NC_026476.1,2450473,2451426,-,protein_coding,uncharacterized protein
FGSG_05492,NC_026476.1,2452561,2455087,-,protein_coding,uncharacterized protein
FGSG_05493,NC_026476.1,2456328,2457123,-,protein_coding,40S ribosomal protein S20
FGSG_05494,NC_026476.1,2457609,2458100,+,protein_coding,uncharacterized protein
FGSG_05495,NC_026476.1,2458093,2458863,-,protein_coding,uncharacterized protein
FGSG_05496,NC_026476.1,2459832,2460943,+,protein_coding,uncharacterized protein
FGSG_05497,NC_026476.1,2461474,2462674,-,protein_coding,uncharacterized protein
FGSG_05498,NC_026476.1,2463449,2464684,+,protein_coding,uncharacterized protein
FGSG_05500,NC_026476.1,2469710,2472079,-,protein_coding,uncharacterized protein
FGSG_05501,NC_026476.1,2473286,2474596,-,protein_coding,vacuolar protein sorting-associated protein 21
FGSG_05502,NC_026476.1,2475047,2477324,+,protein_coding,uncharacterized protein
FGSG_05503,NC_026476.1,2477632,2480902,-,protein_coding,uncharacterized protein
FGSG_12749,NC_026476.1,2483376,2483972,-,protein_coding,uncharacterized protein
FGSG_05504,NC_026476.1,2485457,2489045,-,protein_coding,uncharacterized protein
FGSG_12750,NC_026476.1,2492105,2492761,+,protein_coding,uncharacterized protein
FGSG_05505,NC_026476.1,2492815,2494017,-,protein_coding,uncharacterized protein
FGSG_05506,NC_026476.1,2495866,2497194,+,protein_coding,uncharacterized protein
FGSG_12751,NC_026476.1,2498432,2498836,-,protein_coding,uncharacterized protein
FGSG_05507,NC_026476.1,2499252,2501522,+,protein_coding,uncharacterized protein
FGSG_05508,NC_026476.1,2501506,2502555,-,protein_coding,pre-mRNA splicing factor cwc15
FGSG_05509,NC_026476.1,2502763,2503696,+,protein_coding,uncharacterized protein
FGSG_05510,NC_026476.1,2503932,2504637,-,protein_coding,uncharacterized protein
FGSG_05511,NC_026476.1,2505523,2508117,+,protein_coding,uncharacterized protein
FGSG_05512,NC_026476.1,2508501,2514013,-,protein_coding,uncharacterized protein
FGSG_05513,NC_026476.1,2514701,2515771,+,protein_coding,pre-mRNA-splicing factor SPP2
FGSG_05514,NC_026476.1,2516102,2519572,-,protein_coding,uncharacterized protein
FGSG_05515,NC_026476.1,2521000,2523235,-,protein_coding,uncharacterized protein
FGSG_05516,NC_026476.1,2523999,2527468,-,protein_coding,DNA polymerase gamma
FGSG_05517,NC_026476.1,2528777,2530318,+,protein_coding,uncharacterized protein
FGSG_05518,NC_026476.1,2531448,2536602,-,protein_coding,uncharacterized protein
FGSG_05519,NC_026476.1,2537255,2546369,-,protein_coding,uncharacterized protein
FGSG_05520,NC_026476.1,2547775,2550277,+,protein_coding,uncharacterized protein
FGSG_05521,NC_026476.1,2552929,2555587,+,protein_coding,uncharacterized protein
FGSG_05522,NC_026476.1,2556463,2558922,+,protein_coding,uncharacterized protein
FGSG_05523,NC_026476.1,2560046,2562301,+,protein_coding,uncharacterized protein
FGSG_05524,NC_026476.1,2565149,2567782,+,protein_coding,uncharacterized protein
FGSG_05525,NC_026476.1,2569091,2571184,+,protein_coding,uncharacterized protein
FGSG_05526,NC_026476.1,2571385,2572226,+,protein_coding,uncharacterized protein
FGSG_05527,NC_026476.1,2572637,2576518,-,protein_coding,uncharacterized protein
FGSG_12752,NC_026476.1,2578541,2579077,-,protein_coding,uncharacterized protein
FGSG_05528,NC_026476.1,2583251,2584349,+,protein_coding,uncharacterized protein
FGSG_05529,NC_026476.1,2589959,2590861,+,protein_coding,uncharacterized protein
FGSG_05530,NC_026476.1,2591589,2594828,-,protein_coding,cell division cycle protein 48
FGSG_05531,NC_026476.1,2595983,2597056,-,protein_coding,uncharacterized protein
FGSG_05532,NC_026476.1,2598295,2599080,+,protein_coding,uncharacterized protein
FGSG_05533,NC_026476.1,2599436,2600337,-,protein_coding,uncharacterized protein
FGSG_05534,NC_026476.1,2602249,2602708,+,protein_coding,uncharacterized protein
FGSG_05535,NC_026476.1,2608029,2610276,+,protein_coding,uncharacterized protein
FGSG_05536,NC_026476.1,2611683,2613010,-,protein_coding,uncharacterized protein
FGSG_05537,NC_026476.1,2613813,2615063,-,protein_coding,uncharacterized protein
FGSG_05538,NC_026476.1,2615460,2616518,+,protein_coding,pre-mRNA-splicing factor CWC21
FGSG_05539,NC_026476.1,2616855,2618034,+,protein_coding,uncharacterized protein
FGSG_05540,NC_026476.1,2618526,2619758,-,protein_coding,uncharacterized protein
FGSG_05541,NC_026476.1,2620655,2622993,-,protein_coding,anthranilate synthase component 2
FGSG_05542,NC_026476.1,2623473,2629068,+,protein_coding,uncharacterized protein
FGSG_05543,NC_026476.1,2629243,2630071,-,protein_coding,uncharacterized protein
FGSG_05544,NC_026476.1,2633758,2636913,+,protein_coding,uncharacterized protein
FGSG_05545,NC_026476.1,2637340,2639452,-,protein_coding,GPI mannosyltransferase 3
FGSG_05546,NC_026476.1,2641140,2642879,+,protein_coding,ornithine aminotransferase
FGSG_12753,NC_026476.1,2645271,2646060,-,protein_coding,uncharacterized protein
FGSG_05547,NC_026476.1,2648715,2651801,+,protein_coding,uncharacterized protein
FGSG_05548,NC_026476.1,2652696,2653631,+,protein_coding,uncharacterized protein
FGSG_05549,NC_026476.1,2653929,2655391,-,protein_coding,uncharacterized protein
FGSG_12754,NC_026476.1,2656417,2657008,+,protein_coding,uncharacterized protein
FGSG_05550,NC_026476.1,2657679,2659111,+,protein_coding,uncharacterized protein
FGSG_05551,NC_026476.1,2659936,2661010,+,protein_coding,uncharacterized protein
FGSG_05552,NC_026476.1,2661292,2662158,+,protein_coding,uncharacterized protein
FGSG_05553,NC_026476.1,2664077,2665885,+,protein_coding,uncharacterized protein
FGSG_05554,NC_026476.1,2666449,2668376,-,protein_coding,4-aminobutyrate aminotransferase
FGSG_05555,NC_026476.1,2669685,2672771,-,protein_coding,uncharacterized protein
FGSG_05556,NC_026476.1,2674468,2676409,+,protein_coding,uncharacterized protein
FGSG_05557,NC_026476.1,2676851,2679349,+,protein_coding,uncharacterized protein
FGSG_05558,NC_026476.1,2680420,2683262,+,protein_coding,uncharacterized protein
FGSG_05559,NC_026476.1,2683690,2684893,-,protein_coding,uncharacterized protein
FGSG_12755,NC_026476.1,2687273,2690931,+,protein_coding,uncharacterized protein
FGSG_12756,NC_026476.1,2691214,2691519,+,protein_coding,uncharacterized protein
FGSG_05561,NC_026476.1,2692411,2694095,-,protein_coding,uncharacterized protein
FGSG_05562,NC_026476.1,2696567,2698270,+,protein_coding,uncharacterized protein
FGSG_05563,NC_026476.1,2700751,2702586,+,protein_coding,uncharacterized protein
FGSG_05564,NC_026476.1,2703304,2703946,-,protein_coding,uncharacterized protein
FGSG_05565,NC_026476.1,2704716,2706218,+,protein_coding,CCR4-NOT transcription complex subunit 7
FGSG_05566,NC_026476.1,2707446,2708225,-,protein_coding,uncharacterized protein
FGSG_05567,NC_026476.1,2709792,2712303,+,protein_coding,uncharacterized protein
FGSG_05568,NC_026476.1,2713431,2715432,-,protein_coding,uncharacterized protein
FGSG_05569,NC_026476.1,2716205,2716972,+,protein_coding,uncharacterized protein
FGSG_12757,NC_026476.1,2717782,2719236,-,protein_coding,uncharacterized protein
FGSG_05570,NC_026476.1,2719857,2720777,+,protein_coding,uncharacterized protein
FGSG_05571,NC_026476.1,2723534,2728678,-,protein_coding,metal resistance protein YCF1
FGSG_05572,NC_026476.1,2729520,2730780,-,protein_coding,uncharacterized protein
FGSG_05573,NC_026476.1,2731415,2734661,+,protein_coding,uncharacterized protein
FGSG_05574,NC_026476.1,2737117,2738949,+,protein_coding,uncharacterized protein
FGSG_12758,NC_026476.1,2739221,2740305,-,protein_coding,uncharacterized protein
FGSG_12759,NC_026476.1,2740647,2741265,-,protein_coding,dephospho-CoA kinase
FGSG_05576,NC_026476.1,2742068,2744445,-,protein_coding,uncharacterized protein
FGSG_05577,NC_026476.1,2744993,2746407,-,protein_coding,uncharacterized protein
FGSG_05578,NC_026476.1,2746690,2747897,-,protein_coding,uncharacterized protein
FGSG_05579,NC_026476.1,2750266,2751537,-,protein_coding,uncharacterized protein
FGSG_05580,NC_026476.1,2752633,2753932,+,protein_coding,uncharacterized protein
FGSG_05581,NC_026476.1,2754796,2757501,+,protein_coding,uncharacterized protein
FGSG_05582,NC_026476.1,2757977,2759944,-,protein_coding,uncharacterized protein
FGSG_05583,NC_026476.1,2764081,2764947,+,protein_coding,uncharacterized protein
FGSG_05584,NC_026476.1,2765319,2766778,-,protein_coding,uncharacterized protein
FGSG_05585,NC_026476.1,2768219,2769861,-,protein_coding,uncharacterized protein
FGSG_05586,NC_026476.1,2770147,2773297,-,protein_coding,uncharacterized protein
FGSG_12760,NC_026476.1,2775741,2776109,+,protein_coding,uncharacterized protein
FGSG_12761,NC_026476.1,2776903,2777028,+,protein_coding,uncharacterized protein
FGSG_05587,NC_026476.1,2777291,2778325,-,protein_coding,uncharacterized protein
FGSG_12762,NC_026476.1,2779282,2780272,-,protein_coding,uncharacterized protein
FGSG_05588,NC_026476.1,2781965,2783244,+,protein_coding,uncharacterized protein
FGSG_05589,NC_026476.1,2783971,2785900,+,protein_coding,uncharacterized protein
FGSG_05590,NC_026476.1,2787381,2790009,+,protein_coding,uncharacterized protein
FGSG_05591,NC_026476.1,2790710,2793904,+,protein_coding,uncharacterized protein
FGSG_05592,NC_026476.1,2794146,2795179,-,protein_coding,uncharacterized protein
FGSG_05593,NC_026476.1,2795580,2797663,-,protein_coding,uncharacterized protein
FGSG_12763,NC_026476.1,2802297,2803828,-,protein_coding,uncharacterized protein
FGSG_12764,NC_026476.1,2804523,2805380,+,protein_coding,uncharacterized protein
FGSG_05594,NC_026476.1,2808183,2809143,-,protein_coding,uncharacterized protein
FGSG_12765,NC_026476.1,2810158,2810997,-,protein_coding,uncharacterized protein
FGSG_05595,NC_026476.1,2811837,2813353,+,protein_coding,uncharacterized protein
FGSG_05596,NC_026476.1,2813550,2817912,-,protein_coding,peroxisomal biogenesis factor 6
FGSG_05597,NC_026476.1,2819697,2821880,+,protein_coding,uncharacterized protein
FGSG_05598,NC_026476.1,2822536,2823543,-,protein_coding,uncharacterized protein
FGSG_05599,NC_026476.1,2824149,2827909,+,protein_coding,uncharacterized protein
FGSG_05600,NC_026476.1,2828235,2829021,-,protein_coding,uncharacterized protein
FGSG_05601,NC_026476.1,2829451,2830335,+,protein_coding,uncharacterized protein
FGSG_05602,NC_026476.1,2830436,2831229,-,protein_coding,uncharacterized protein
FGSG_12766,NC_026476.1,2831631,2832562,-,protein_coding,uncharacterized protein
FGSG_05603,NC_026476.1,2832850,2833782,+,protein_coding,uncharacterized protein
FGSG_05604,NC_026476.1,2834309,2836389,-,protein_coding,uncharacterized protein
FGSG_05605,NC_026476.1,2836641,2837477,+,protein_coding,60S acidic ribosomal protein P2
FGSG_05606,NC_026476.1,2838228,2839856,-,protein_coding,uncharacterized protein
FGSG_05607,NC_026476.1,2842450,2844339,-,protein_coding,uncharacterized protein
FGSG_05608,NC_026476.1,2844663,2846154,+,protein_coding,pH-response regulator protein palC
FGSG_05609,NC_026476.1,2846381,2846806,-,protein_coding,uncharacterized protein
FGSG_05610,NC_026476.1,2848233,2849564,-,protein_coding,succinate dehydrogenase iron-sulfur protein
FGSG_05611,NC_026476.1,2850062,2851705,+,protein_coding,uncharacterized protein
FGSG_05612,NC_026476.1,2851971,2853023,+,protein_coding,uncharacterized protein
FGSG_05613,NC_026476.1,2854224,2854940,+,protein_coding,uncharacterized protein
FGSG_05614,NC_026476.1,2855604,2856839,+,protein_coding,uncharacterized protein
FGSG_05615,NC_026476.1,2858205,2859204,+,protein_coding,adenosylhomocysteinase
FGSG_12767,NC_026476.1,2859783,2860965,-,protein_coding,uncharacterized protein
FGSG_05616,NC_026476.1,2861466,2862294,-,protein_coding,uncharacterized protein
FGSG_05617,NC_026476.1,2863401,2865179,+,protein_coding,uncharacterized protein
FGSG_12768,NC_026476.1,2865801,2867776,+,protein_coding,uncharacterized protein
FGSG_12769,NC_026476.1,2868091,2868816,+,protein_coding,uncharacterized protein
FGSG_05619,NC_026476.1,2869975,2875475,+,protein_coding,clathrin heavy chain
FGSG_05620,NC_026476.1,2875900,2876553,+,protein_coding,uncharacterized protein
FGSG_05621,NC_026476.1,2877174,2879960,+,protein_coding,uncharacterized protein
FGSG_05622,NC_026476.1,2880039,2882348,-,protein_coding,uncharacterized protein
FGSG_05623,NC_026476.1,2883703,2884971,-,protein_coding,uncharacterized protein
FGSG_05624,NC_026476.1,2885949,2887267,+,protein_coding,uncharacterized protein
FGSG_05625,NC_026476.1,2890215,2891049,-,protein_coding,uncharacterized protein
FGSG_05626,NC_026476.1,2892673,2893439,-,protein_coding,uncharacterized protein
FGSG_12770,NC_026476.1,2893538,2894047,-,protein_coding,uncharacterized protein
FGSG_05627,NC_026476.1,2894447,2898390,+,protein_coding,DNA-directed RNA polymerase I polypeptide 2
