XM_011317260.1	FGSG_11579
XM_011324106.1	FGSG_03328
XM_011324107.1	FGSG_03327
XR_893024.1	FGSG_20029
XM_011324108.1	FGSG_03326
XM_011324109.1	FGSG_12457
XM_011324110.1	FGSG_03325
XM_011324111.1	FGSG_12458
XM_011324112.1	FGSG_12459
XM_011324113.1	FGSG_03323
XM_011324114.1	FGSG_03322
XM_011324115.1	FGSG_03321
XM_011324116.1	FGSG_12460
XM_011324117.1	FGSG_12461
XM_011324118.1	FGSG_03319
XM_011324119.1	FGSG_03318
XM_011324120.1	FGSG_03317
XM_011324121.1	FGSG_03316
XM_011324122.1	FGSG_03315
XM_011324123.1	FGSG_03314
XM_011324124.1	FGSG_03313
XM_011324125.1	FGSG_12462
XM_011324126.1	FGSG_03312
XM_011324127.1	FGSG_03311
XM_011324128.1	FGSG_03310
XM_011324129.1	FGSG_03309
XM_011324130.1	FGSG_03308
unassigned_transcript_151	FGSG_20612
XM_011324131.1	FGSG_12463
XM_011324132.1	FGSG_03307
XM_011324133.1	FGSG_12464
XM_011324134.1	FGSG_03306
XM_011324135.1	FGSG_12465
XM_011324136.1	FGSG_12466
XM_011324137.1	FGSG_03305
XM_011324138.1	FGSG_03304
XM_011324139.1	FGSG_03303
XM_011324140.1	FGSG_03302
XM_011324141.1	FGSG_03301
XM_011324142.1	FGSG_12467
XM_011324143.1	FGSG_03300
XM_011324144.1	FGSG_12468
XM_011324145.1	FGSG_03299
unassigned_transcript_152	FGSG_20613
XM_011324146.1	FGSG_03298
unassigned_transcript_153	FGSG_20614
XM_011324147.1	FGSG_03297
XR_893025.1	FGSG_20030
XM_011324148.1	FGSG_03296
XM_011324149.1	FGSG_03295
XM_011324150.1	FGSG_12469
XM_011324151.1	FGSG_03294
XM_011324152.1	FGSG_03293
XM_011324153.1	FGSG_03292
XM_011324154.1	FGSG_03291
XM_011324155.1	FGSG_03290
XM_011324156.1	FGSG_12470
XM_011324157.1	FGSG_12471
XM_011324158.1	FGSG_03288
XM_011324159.1	FGSG_03287
XM_011324160.1	FGSG_03286
XM_011324161.1	FGSG_03285
XM_011324162.1	FGSG_03284
XM_011324163.1	FGSG_03283
XM_011324164.1	FGSG_03282
XM_011324165.1	FGSG_03281
XM_011324166.1	FGSG_12472
XM_011324167.1	FGSG_03279
XM_011324168.1	FGSG_03278
XM_011324169.1	FGSG_03277
XM_011324170.1	FGSG_03276
XM_011324171.1	FGSG_03275
XM_011324172.1	FGSG_03274
XM_011324173.1	FGSG_03273
XM_011324174.1	FGSG_03272
XM_011324175.1	FGSG_03271
XM_011324176.1	FGSG_03270
XM_011324177.1	FGSG_12473
XM_011324178.1	FGSG_03269
XM_011324179.1	FGSG_12474
XM_011324180.1	FGSG_12475
XM_011324181.1	FGSG_03267
XM_011324182.1	FGSG_03266
unassigned_transcript_154	FGSG_20615
XM_011324183.1	FGSG_12476
XM_011324184.1	FGSG_03265
XM_011324185.1	FGSG_03264
XM_011324186.1	FGSG_03263
XM_011324187.1	FGSG_03262
XM_011324188.1	FGSG_03261
XM_011324189.1	FGSG_03260
XM_011324190.1	FGSG_03259
XM_011324191.1	FGSG_03258
XM_011324192.1	FGSG_03257
XM_011324193.1	FGSG_03256
XM_011324194.1	FGSG_03255
XM_011324195.1	FGSG_03254
XM_011324196.1	FGSG_03253
XM_011324197.1	FGSG_03252
XM_011324198.1	FGSG_03251
XM_011324199.1	FGSG_03250
XM_011324200.1	FGSG_03249
XM_011324201.1	FGSG_03248
XM_011324202.1	FGSG_03247
XM_011324203.1	FGSG_03246
XM_011324204.1	FGSG_03245
XM_011324205.1	FGSG_03244
XM_011324206.1	FGSG_03243
XM_011324207.1	FGSG_03242
XM_011324208.1	FGSG_03241
XM_011324209.1	FGSG_12477
XM_011324210.1	FGSG_12478
XM_011324211.1	FGSG_03239
XM_011324212.1	FGSG_12479
XM_011324213.1	FGSG_03238
XM_011324214.1	FGSG_12480
XM_011324215.1	FGSG_03237
XM_011324216.1	FGSG_03236
unassigned_transcript_155	FGSG_20616
XM_011324217.1	FGSG_03235
XM_011324218.1	FGSG_03234
XM_011324219.1	FGSG_03233
unassigned_transcript_156	FGSG_20617
XM_011324220.1	FGSG_12481
XM_011324221.1	FGSG_12482
XM_011324222.1	FGSG_03231
XM_011324223.1	FGSG_03230
XM_011324224.1	FGSG_03229
XM_011324225.1	FGSG_03228
XM_011324226.1	FGSG_03227
XM_011324227.1	FGSG_03226
XM_011324228.1	FGSG_03225
XM_011324229.1	FGSG_03224
XM_011324230.1	FGSG_03223
XM_011324231.1	FGSG_03222
XM_011324232.1	FGSG_03221
XM_011324233.1	FGSG_12483
XM_011324234.1	FGSG_03220
XM_011324235.1	FGSG_03219
XM_011324236.1	FGSG_03218
XM_011324237.1	FGSG_03217
XM_011324238.1	FGSG_12484
XM_011324239.1	FGSG_12485
XM_011324240.1	FGSG_12486
XM_011324241.1	FGSG_03215
XM_011324242.1	FGSG_03214
XM_011324243.1	FGSG_03213
XM_011324244.1	FGSG_03212
XM_011324245.1	FGSG_03211
XM_011324246.1	FGSG_03210
XM_011324247.1	FGSG_03209
XM_011324248.1	FGSG_03208
XM_011324249.1	FGSG_03207
XM_011324250.1	FGSG_12487
XM_011324251.1	FGSG_12488
XM_011324252.1	FGSG_03205
XM_011324253.1	FGSG_03204
XM_011324254.1	FGSG_03203
XM_011324255.1	FGSG_03202
XM_011324256.1	FGSG_03201
XM_011324257.1	FGSG_12489
XM_011324258.1	FGSG_12490
XM_011324259.1	FGSG_03199
XM_011324260.1	FGSG_03198
XM_011324261.1	FGSG_03197
XM_011324262.1	FGSG_03196
XM_011324263.1	FGSG_03195
XM_011324264.1	FGSG_03194
XM_011324265.1	FGSG_03193
XM_011324266.1	FGSG_03192
XM_011324267.1	FGSG_03191
XM_011324268.1	FGSG_03190
XM_011324269.1	FGSG_12491
XM_011324270.1	FGSG_03189
XM_011324271.1	FGSG_12492
XM_011324272.1	FGSG_12493
XM_011324273.1	FGSG_12494
unassigned_transcript_157	FGSG_20618
XM_011324274.1	FGSG_12495
XM_011324275.1	FGSG_12496
XM_011324276.1	FGSG_03186
XM_011324277.1	FGSG_03185
XM_011324278.1	FGSG_03184
XM_011324279.1	FGSG_03183
XM_011324280.1	FGSG_03182
XM_011324281.1	FGSG_03181
XM_011324282.1	FGSG_03180
XM_011324283.1	FGSG_12497
XM_011324284.1	FGSG_12498
XM_011324285.1	FGSG_03178
XM_011324286.1	FGSG_03177
unassigned_transcript_158	FGSG_20619
XM_011324287.1	FGSG_03176
XM_011324288.1	FGSG_03175
XM_011324289.1	FGSG_03174
XM_011324290.1	FGSG_03173
XM_011324291.1	FGSG_03172
XM_011324292.1	FGSG_03171
XM_011324293.1	FGSG_03170
XM_011324294.1	FGSG_03169
XM_011324295.1	FGSG_03168
XM_011324296.1	FGSG_12499
XM_011324297.1	FGSG_03167
XM_011324298.1	FGSG_03166
XM_011324299.1	FGSG_03165
XM_011324300.1	FGSG_03164
XM_011324301.1	FGSG_03163
XM_011324302.1	FGSG_03162
XM_011324303.1	FGSG_03161
XM_011324304.1	FGSG_03160
XM_011324305.1	FGSG_03159
XM_011324306.1	FGSG_03158
XM_011324307.1	FGSG_03157
XM_011324308.1	FGSG_03156
XM_011324309.1	FGSG_03155
XM_011324310.1	FGSG_03154
XM_011324311.1	FGSG_03153
XM_011324312.1	FGSG_03152
XM_011324313.1	FGSG_03151
XM_011324314.1	FGSG_03150
XM_011324315.1	FGSG_03149
XM_011324316.1	FGSG_03148
XM_011324317.1	FGSG_03147
XM_011324318.1	FGSG_03146
XM_011324319.1	FGSG_03145
XM_011324320.1	FGSG_03144
XM_011324321.1	FGSG_03143
XM_011324322.1	FGSG_03142
XM_011324323.1	FGSG_12500
XM_011324324.1	FGSG_03141
XM_011324325.1	FGSG_03140
XM_011324326.1	FGSG_03139
XM_011324327.1	FGSG_03138
XM_011324328.1	FGSG_03137
XM_011324329.1	FGSG_03136
XM_011324330.1	FGSG_12501
XM_011324331.1	FGSG_03135
XM_011324332.1	FGSG_12502
XM_011324333.1	FGSG_03133
XM_011324334.1	FGSG_03132
XM_011324335.1	FGSG_03131
XM_011324336.1	FGSG_12503
XM_011324337.1	FGSG_03130
XM_011324338.1	FGSG_03129
XM_011324339.1	FGSG_03128
XM_011324340.1	FGSG_03127
XM_011324341.1	FGSG_03126
XM_011324342.1	FGSG_03125
XM_011324343.1	FGSG_03124
XM_011324344.1	FGSG_03123
XM_011324345.1	FGSG_03122
XM_011324346.1	FGSG_03121
XM_011324347.1	FGSG_03120
XM_011324348.1	FGSG_03119
XM_011324349.1	FGSG_03118
XM_011324350.1	FGSG_03117
XM_011324351.1	FGSG_03116
XM_011324352.1	FGSG_12504
XM_011324353.1	FGSG_12505
XM_011324354.1	FGSG_03114
XM_011324355.1	FGSG_03113
XM_011324356.1	FGSG_03112
XM_011324357.1	FGSG_03111
XM_011324358.1	FGSG_03110
XM_011324359.1	FGSG_03109
XM_011324360.1	FGSG_03108
XM_011324361.1	FGSG_03107
XM_011324362.1	FGSG_03106
XM_011324363.1	FGSG_12506
XM_011324364.1	FGSG_12507
XM_011324365.1	FGSG_12508
XM_011324366.1	FGSG_03104
XM_011324367.1	FGSG_03103
XM_011324368.1	FGSG_03102
XM_011324369.1	FGSG_12509
XM_011324370.1	FGSG_03101
XM_011324371.1	FGSG_03100
XM_011324372.1	FGSG_03099
XM_011324373.1	FGSG_03098
XM_011324374.1	FGSG_03097
XM_011324375.1	FGSG_03096
XM_011324376.1	FGSG_03095
XM_011324377.1	FGSG_03094
XM_011324378.1	FGSG_12510
XM_011324379.1	FGSG_03092
XM_011324380.1	FGSG_12511
XM_011324381.1	FGSG_03091
XM_011324382.1	FGSG_03090
XM_011324383.1	FGSG_03089
XM_011324384.1	FGSG_03088
XM_011324385.1	FGSG_03087
XM_011324386.1	FGSG_03086
XM_011324387.1	FGSG_03085
XM_011324388.1	FGSG_12512
XM_011324389.1	FGSG_12513
XM_011324390.1	FGSG_03083
XM_011324391.1	FGSG_03082
XM_011324392.1	FGSG_03081
XM_011324393.1	FGSG_03080
XM_011324394.1	FGSG_12514
XM_011324395.1	FGSG_12515
XM_011324396.1	FGSG_03079
XM_011324397.1	FGSG_03078
XM_011324398.1	FGSG_12516
XM_011324399.1	FGSG_12517
XM_011324400.1	FGSG_12518
XM_011324401.1	FGSG_12519
XM_011324402.1	FGSG_03075
XM_011324403.1	FGSG_03074
XM_011324404.1	FGSG_03073
XM_011324405.1	FGSG_03072
XM_011324406.1	FGSG_03071
XM_011324407.1	FGSG_03070
XM_011324408.1	FGSG_12520
XM_011324409.1	FGSG_03069
XM_011324410.1	FGSG_03068
XM_011324411.1	FGSG_03067
XM_011324412.1	FGSG_03066
XM_011324413.1	FGSG_03065
XM_011324414.1	FGSG_03064
XM_011324415.1	FGSG_03063
XM_011324416.1	FGSG_12521
XM_011324417.1	FGSG_03062
XM_011324418.1	FGSG_03061
XM_011324419.1	FGSG_03060
unassigned_transcript_159	FGSG_20620
XM_011324420.1	FGSG_03059
XM_011324421.1	FGSG_03058
XM_011324422.1	FGSG_03057
XM_011324423.1	FGSG_12522
XM_011324424.1	FGSG_12523
XM_011324425.1	FGSG_03055
XM_011324426.1	FGSG_03054
XM_011324427.1	FGSG_12524
XM_011324428.1	FGSG_12525
XM_011324429.1	FGSG_03052
XM_011324430.1	FGSG_03051
XM_011324431.1	FGSG_03050
XM_011324432.1	FGSG_03049
XM_011324433.1	FGSG_03048
XM_011324434.1	FGSG_03047
XM_011324435.1	FGSG_03046
XM_011324436.1	FGSG_12526
XM_011324437.1	FGSG_03045
XM_011324438.1	FGSG_03044
XM_011324439.1	FGSG_03043
XM_011324440.1	FGSG_03042
XM_011324441.1	FGSG_03041
XM_011324442.1	FGSG_03040
XM_011324443.1	FGSG_03039
XM_011324444.1	FGSG_12527
XM_011324445.1	FGSG_12528
XM_011324446.1	FGSG_03037
XM_011324447.1	FGSG_03036
XM_011324448.1	FGSG_03035
XM_011324449.1	FGSG_03034
XM_011324450.1	FGSG_03033
XM_011324451.1	FGSG_03032
XM_011324452.1	FGSG_03031
XM_011324453.1	FGSG_03030
XM_011324454.1	FGSG_12529
XM_011324455.1	FGSG_12530
XM_011324456.1	FGSG_03028
XM_011324457.1	FGSG_03027
XM_011324458.1	FGSG_03026
XM_011324459.1	FGSG_03025
XM_011324460.1	FGSG_03024
unassigned_transcript_160	FGSG_20621
XM_011324461.1	FGSG_03023
XM_011324462.1	FGSG_03022
XM_011324463.1	FGSG_03021
XM_011324464.1	FGSG_03020
XM_011324465.1	FGSG_12531
XM_011324466.1	FGSG_03019
XM_011324467.1	FGSG_03018
XM_011324468.1	FGSG_12532
XM_011324469.1	FGSG_03017
XM_011324470.1	FGSG_03016
XM_011324471.1	FGSG_03015
unassigned_transcript_161	FGSG_20622
XM_011324472.1	FGSG_03014
XM_011324473.1	FGSG_03013
XM_011324474.1	FGSG_12533
XM_011324475.1	FGSG_03012
XM_011324476.1	FGSG_03011
XM_011324477.1	FGSG_03010
XM_011324478.1	FGSG_03009
XM_011324479.1	FGSG_12534
XM_011324480.1	FGSG_12535
XM_011324481.1	FGSG_03007
XM_011324482.1	FGSG_03006
XM_011324483.1	FGSG_03005
XM_011324484.1	FGSG_03004
XM_011324485.1	FGSG_03003
XM_011324486.1	FGSG_03002
XM_011324487.1	FGSG_03001
XM_011324488.1	FGSG_03000
XM_011324489.1	FGSG_02999
XM_011324490.1	FGSG_02998
XM_011324491.1	FGSG_02997
XM_011324492.1	FGSG_02996
XM_011324493.1	FGSG_02995
XM_011324494.1	FGSG_02994
XM_011324495.1	FGSG_02993
XM_011324496.1	FGSG_02992
XM_011324497.1	FGSG_12536
XM_011324498.1	FGSG_12537
XM_011324499.1	FGSG_02990
XM_011324500.1	FGSG_02989
XM_011324501.1	FGSG_02988
XM_011324502.1	FGSG_02987
XM_011324503.1	FGSG_02986
XM_011324504.1	FGSG_12538
XM_011324505.1	FGSG_12539
XM_011324506.1	FGSG_12540
XM_011324507.1	FGSG_02984
XM_011324508.1	FGSG_02983
XM_011324509.1	FGSG_02982
XM_011324510.1	FGSG_02981
XM_011324511.1	FGSG_02980
XM_011324512.1	FGSG_02979
XM_011324513.1	FGSG_02978
XM_011324514.1	FGSG_02977
unassigned_transcript_162	FGSG_20623
XM_011324515.1	FGSG_02976
XM_011324516.1	FGSG_02975
XM_011324517.1	FGSG_12541
XM_011324518.1	FGSG_02974
XM_011324519.1	FGSG_02973
XM_011324520.1	FGSG_02972
XM_011324521.1	FGSG_12542
XM_011324522.1	FGSG_12543
XM_011324523.1	FGSG_02970
XM_011324524.1	FGSG_02969
XM_011324525.1	FGSG_02968
XM_011324526.1	FGSG_02967
XM_011324527.1	FGSG_02966
XM_011324528.1	FGSG_02965
XM_011324529.1	FGSG_02964
XM_011324530.1	FGSG_02963
XM_011324531.1	FGSG_02962
XM_011324532.1	FGSG_02961
XM_011324533.1	FGSG_02960
XM_011324534.1	FGSG_02959
XM_011324535.1	FGSG_02958
XM_011324536.1	FGSG_02957
XM_011324537.1	FGSG_12544
XM_011324538.1	FGSG_12545
XR_893026.1	FGSG_20031
XM_011324539.1	FGSG_02955
XM_011324540.1	FGSG_02954
XM_011324541.1	FGSG_02953
XM_011324542.1	FGSG_02952
XM_011324543.1	FGSG_12546
XM_011324544.1	FGSG_12547
XM_011324545.1	FGSG_12548
XM_011324546.1	FGSG_02950
XM_011324547.1	FGSG_02949
XM_011324548.1	FGSG_02948
XM_011324549.1	FGSG_02947
XM_011324550.1	FGSG_12549
XM_011324551.1	FGSG_12550
XM_011324552.1	FGSG_02945
XM_011324553.1	FGSG_02944
XM_011324554.1	FGSG_02943
XM_011324555.1	FGSG_02942
XM_011324556.1	FGSG_02941
XM_011324557.1	FGSG_12551
XM_011324558.1	FGSG_12552
XM_011324559.1	FGSG_02939
XM_011324560.1	FGSG_02938
XM_011324561.1	FGSG_02937
unassigned_transcript_163	FGSG_20624
XM_011324562.1	FGSG_02936
XM_011324563.1	FGSG_02935
XM_011324564.1	FGSG_12553
XR_893027.1	FGSG_20032
XM_011324565.1	FGSG_02934
XM_011324566.1	FGSG_02933
XM_011324567.1	FGSG_02932
XM_011324568.1	FGSG_02931
XM_011324569.1	FGSG_02930
XM_011324570.1	FGSG_02929
XM_011324571.1	FGSG_02928
XM_011324572.1	FGSG_02927
XM_011324573.1	FGSG_02926
XM_011324574.1	FGSG_02925
XM_011324575.1	FGSG_02924
XM_011324576.1	FGSG_02923
XM_011324577.1	FGSG_02922
XM_011324578.1	FGSG_02921
XM_011324579.1	FGSG_02920
XM_011324580.1	FGSG_02919
XM_011324581.1	FGSG_02918
XM_011324582.1	FGSG_02917
XM_011324583.1	FGSG_02916
XM_011324584.1	FGSG_02915
XM_011324585.1	FGSG_02914
XM_011324586.1	FGSG_02913
XM_011324587.1	FGSG_12554
XM_011324588.1	FGSG_02911
XM_011324589.1	FGSG_02910
XM_011324590.1	FGSG_02909
XM_011324591.1	FGSG_02908
XM_011324592.1	FGSG_02907
XM_011324593.1	FGSG_02906
XM_011324594.1	FGSG_12555
XM_011324595.1	FGSG_02905
XM_011324596.1	FGSG_02904
XM_011324597.1	FGSG_02903
XM_011324598.1	FGSG_12556
XM_011324599.1	FGSG_02902
XM_011324600.1	FGSG_02901
XM_011324601.1	FGSG_12557
XM_011324602.1	FGSG_12558
XM_011324603.1	FGSG_02899
XM_011324604.1	FGSG_02898
XM_011324605.1	FGSG_02897
XM_011324606.1	FGSG_02896
XM_011324607.1	FGSG_02895
XM_011324608.1	FGSG_02894
XM_011324609.1	FGSG_02893
XM_011324610.1	FGSG_02892
XM_011324611.1	FGSG_02891
XM_011324612.1	FGSG_02890
XM_011324613.1	FGSG_02889
XM_011324614.1	FGSG_02888
XM_011324615.1	FGSG_02887
XM_011324616.1	FGSG_12559
XM_011324617.1	FGSG_02886
XM_011324618.1	FGSG_02885
XM_011324619.1	FGSG_02884
XM_011324620.1	FGSG_02883
XM_011324621.1	FGSG_02882
XM_011324622.1	FGSG_02881
XM_011324623.1	FGSG_02880
XR_893028.1	FGSG_20033
XM_011324624.1	FGSG_12560
XM_011324625.1	FGSG_12561
XM_011324626.1	FGSG_02878
XM_011324627.1	FGSG_02877
XM_011324628.1	FGSG_02876
XM_011324629.1	FGSG_02875
XM_011324630.1	FGSG_02874
XM_011324631.1	FGSG_02873
XM_011324632.1	FGSG_02872
XM_011324633.1	FGSG_02871
XM_011324634.1	FGSG_02870
XM_011324635.1	FGSG_02869
XM_011324636.1	FGSG_02868
XM_011324637.1	FGSG_02867
XM_011324638.1	FGSG_02866
XM_011324639.1	FGSG_02865
XM_011324640.1	FGSG_02864
XM_011324641.1	FGSG_02863
XM_011324642.1	FGSG_02862
XM_011324643.1	FGSG_12562
XM_011324644.1	FGSG_02861
XM_011324645.1	FGSG_12563
XM_011324646.1	FGSG_02858
XM_011324647.1	FGSG_02857
XM_011324648.1	FGSG_02856
XM_011324649.1	FGSG_02854
XM_011324650.1	FGSG_02853
XM_011324651.1	FGSG_12564
XM_011324652.1	FGSG_02852
XM_011324653.1	FGSG_02851
XM_011324654.1	FGSG_12565
XM_011324655.1	FGSG_12566
XM_011324656.1	FGSG_02849
XM_011324657.1	FGSG_02848
XM_011324658.1	FGSG_02847
XM_011324659.1	FGSG_02846
XM_011324660.1	FGSG_12567
unassigned_transcript_164	FGSG_20625
XM_011324661.1	FGSG_02844
XM_011324662.1	FGSG_02843
XM_011324663.1	FGSG_02842
XM_011324664.1	FGSG_02841
XM_011324665.1	FGSG_02840
XM_011324666.1	FGSG_02839
XM_011324667.1	FGSG_02838
XM_011324668.1	FGSG_12568
XM_011324669.1	FGSG_12569
XM_011324670.1	FGSG_02836
XM_011324671.1	FGSG_02835
XM_011324672.1	FGSG_02834
XM_011324673.1	FGSG_02833
XM_011324674.1	FGSG_12570
XM_011324675.1	FGSG_12571
XM_011324676.1	FGSG_12572
XM_011324677.1	FGSG_12573
XM_011324678.1	FGSG_12574
XM_011324679.1	FGSG_02830
XM_011324680.1	FGSG_02829
XM_011324681.1	FGSG_02828
XM_011324682.1	FGSG_02827
XM_011324683.1	FGSG_02826
XM_011324684.1	FGSG_02825
XM_011324685.1	FGSG_02824
XM_011324686.1	FGSG_02823
XM_011324687.1	FGSG_02822
XM_011324688.1	FGSG_02821
XM_011324689.1	FGSG_02820
XM_011324690.1	FGSG_02819
XM_011324691.1	FGSG_02818
XM_011324692.1	FGSG_02817
XM_011324693.1	FGSG_02816
XM_011324694.1	FGSG_02815
XM_011324695.1	FGSG_02814
XM_011324696.1	FGSG_12575
XM_011324697.1	FGSG_02813
XM_011324698.1	FGSG_02812
XM_011324699.1	FGSG_02811
XM_011324700.1	FGSG_02810
XM_011324701.1	FGSG_02809
XM_011324702.1	FGSG_02808
XM_011324703.1	FGSG_02807
XM_011324704.1	FGSG_02806
XM_011324705.1	FGSG_02805
XM_011324706.1	FGSG_02804
XM_011324707.1	FGSG_12576
XM_011324708.1	FGSG_02803
XM_011324709.1	FGSG_02802
XM_011324710.1	FGSG_02801
XM_011324711.1	FGSG_02800
XM_011324712.1	FGSG_02799
XM_011324713.1	FGSG_02798
XM_011324714.1	FGSG_02797
XM_011324715.1	FGSG_02796
XM_011324716.1	FGSG_02795
XM_011324717.1	FGSG_02794
XM_011324718.1	FGSG_02793
XM_011324719.1	FGSG_02792
unassigned_transcript_165	FGSG_20626
XM_011324720.1	FGSG_02791
XM_011324721.1	FGSG_02790
XM_011324722.1	FGSG_02789
XM_011324723.1	FGSG_02788
XM_011324724.1	FGSG_02787
XM_011324725.1	FGSG_02786
XM_011324726.1	FGSG_02785
XM_011324727.1	FGSG_02784
XM_011324728.1	FGSG_12577
XM_011324729.1	FGSG_02783
XM_011324730.1	FGSG_02782
XM_011324731.1	FGSG_02781
XM_011324732.1	FGSG_12578
XM_011324733.1	FGSG_11623
XM_011324734.1	FGSG_11622
XM_011324735.1	FGSG_11619
XM_011324736.1	FGSG_11618
XM_011324737.1	FGSG_11617
XM_011324738.1	FGSG_12579
XM_011324739.1	FGSG_12580
XM_011324740.1	FGSG_11588
XM_011324741.1	FGSG_11578
XM_011324742.1	FGSG_11577
XM_011324743.1	FGSG_11576
XM_011324744.1	FGSG_14021
XM_011324745.1	FGSG_14020
XM_011324746.1	FGSG_11574
XM_011324747.1	FGSG_11573
XM_011324748.1	FGSG_11572
XM_011324749.1	FGSG_14019
XM_011324750.1	FGSG_11571
XM_011324751.1	FGSG_11570
XM_011324752.1	FGSG_11569
XM_011324753.1	FGSG_14018
XM_011324754.1	FGSG_11568
XM_011324755.1	FGSG_11567
XM_011324756.1	FGSG_11566
XM_011324757.1	FGSG_11565
XM_011324758.1	FGSG_14017
XM_011324759.1	FGSG_11564
XM_011324760.1	FGSG_14016
XM_011324761.1	FGSG_14015
XM_011324762.1	FGSG_11562
XM_011324763.1	FGSG_11561
XM_011324764.1	FGSG_11560
XM_011324765.1	FGSG_11559
XM_011324766.1	FGSG_11558
XM_011324767.1	FGSG_11557
XM_011324768.1	FGSG_11556
XM_011324769.1	FGSG_11555
XM_011324770.1	FGSG_11554
XM_011324771.1	FGSG_11553
XM_011324772.1	FGSG_11552
XM_011324773.1	FGSG_11551
XM_011324774.1	FGSG_11550
XM_011324775.1	FGSG_11549
XM_011324776.1	FGSG_11548
XM_011324777.1	FGSG_11547
XM_011324778.1	FGSG_11546
XM_011324779.1	FGSG_11545
XM_011324780.1	FGSG_11544
XM_011324781.1	FGSG_11543
XM_011324782.1	FGSG_14014
XM_011324783.1	FGSG_11542
XM_011324784.1	FGSG_11541
XM_011324785.1	FGSG_11540
XM_011324786.1	FGSG_11539
XM_011324787.1	FGSG_11538
XM_011324788.1	FGSG_11537
XM_011324789.1	FGSG_11536
XM_011324790.1	FGSG_11534
XM_011324791.1	FGSG_11533
XM_011324792.1	FGSG_11532
XM_011324793.1	FGSG_11531
XM_011324794.1	FGSG_11530
XM_011324795.1	FGSG_11529
XM_011324796.1	FGSG_11528
XM_011324797.1	FGSG_14013
XM_011324798.1	FGSG_11527
XM_011324799.1	FGSG_11526
XM_011324800.1	FGSG_11525
XM_011324801.1	FGSG_11524
XM_011324802.1	FGSG_11523
XM_011324803.1	FGSG_11522
XM_011324804.1	FGSG_11521
XM_011324805.1	FGSG_11520
XM_011324806.1	FGSG_11519
XM_011324807.1	FGSG_11518
XM_011324808.1	FGSG_11517
XM_011324809.1	FGSG_11516
XM_011324810.1	FGSG_11515
XM_011324811.1	FGSG_11514
XM_011324812.1	FGSG_11513
XM_011324813.1	FGSG_11512
XM_011324814.1	FGSG_11511
XM_011324815.1	FGSG_14012
XM_011324816.1	FGSG_14011
XM_011324817.1	FGSG_11509
XM_011324818.1	FGSG_14010
XM_011324819.1	FGSG_12581
XM_011324820.1	FGSG_12582
XM_011324821.1	FGSG_12583
XM_011324822.1	FGSG_04692
XM_011324823.1	FGSG_04693
XM_011324824.1	FGSG_04694
XM_011324825.1	FGSG_04695
XM_011324826.1	FGSG_04696
XM_011324827.1	FGSG_04697
XM_011324828.1	FGSG_04698
XM_011324829.1	FGSG_04699
XM_011324830.1	FGSG_04700
XM_011324831.1	FGSG_04701
XM_011324832.1	FGSG_04702
XM_011324833.1	FGSG_04703
XM_011324834.1	FGSG_04704
XM_011324835.1	FGSG_04705
XM_011324836.1	FGSG_04706
XM_011324837.1	FGSG_12584
XM_011324838.1	FGSG_04707
XM_011324839.1	FGSG_04708
XR_893029.1	FGSG_20034
XM_011324840.1	FGSG_04709
XM_011324841.1	FGSG_04710
XM_011324842.1	FGSG_12585
XM_011324843.1	FGSG_12586
XM_011324844.1	FGSG_04712
XM_011324845.1	FGSG_12587
XM_011324846.1	FGSG_12588
XM_011324847.1	FGSG_12589
XM_011324848.1	FGSG_04714
unassigned_transcript_166	FGSG_20627
XM_011324849.1	FGSG_12590
XM_011324850.1	FGSG_12591
XM_011324851.1	FGSG_12592
XM_011324852.1	FGSG_12593
XM_011324853.1	FGSG_04717
XM_011324854.1	FGSG_12594
XM_011324855.1	FGSG_12595
XM_011324856.1	FGSG_04719
XM_011324857.1	FGSG_04720
XM_011324858.1	FGSG_12596
XM_011324859.1	FGSG_12597
XM_011324860.1	FGSG_04722
XM_011324861.1	FGSG_04723
XM_011324862.1	FGSG_12598
XM_011324863.1	FGSG_12599
XM_011324864.1	FGSG_04725
XM_011324865.1	FGSG_04726
XM_011324866.1	FGSG_04727
XM_011324867.1	FGSG_04728
XM_011324868.1	FGSG_04729
XM_011324869.1	FGSG_04731
XM_011324870.1	FGSG_04732
XM_011324871.1	FGSG_04733
XM_011324872.1	FGSG_04734
XM_011324873.1	FGSG_04735
XM_011324874.1	FGSG_04736
XM_011324875.1	FGSG_12600
XM_011324876.1	FGSG_12601
XM_011324877.1	FGSG_04738
XM_011324878.1	FGSG_04739
XM_011324879.1	FGSG_04740
XM_011324880.1	FGSG_04741
XM_011324881.1	FGSG_04742
XM_011324882.1	FGSG_04743
XM_011324883.1	FGSG_04744
XM_011324884.1	FGSG_04745
XM_011324885.1	FGSG_04746
XM_011324886.1	FGSG_04747
XM_011324887.1	FGSG_04748
XM_011324888.1	FGSG_04749
XM_011324889.1	FGSG_04750
XM_011324890.1	FGSG_12602
XM_011324891.1	FGSG_12603
XM_011324892.1	FGSG_04752
XM_011324893.1	FGSG_04753
XM_011324894.1	FGSG_04754
XM_011324895.1	FGSG_04755
XM_011324896.1	FGSG_04756
XM_011324897.1	FGSG_04757
XM_011324898.1	FGSG_04758
XM_011324899.1	FGSG_12604
XM_011324900.1	FGSG_12605
XM_011324901.1	FGSG_04760
XM_011324902.1	FGSG_04761
XM_011324903.1	FGSG_12606
XM_011324904.1	FGSG_12607
